대여소번호,시간대,mode,max,min,수량1,수량2,수량3,수량4,수량5,수량6,수량7,수량8,수량9,수량10,수량11,수량12,수량13,수량14,수량15,수량16,수량17,수량18,수량19,수량20,수량21,수량22,수량23,수량24,수량25
1101,0,17,37,7,15,8.0,9.0,10.0,7.0,17.0,7.0,12.0,10.0,11.0,17.0,20.0,9.0,8.0,15.0,35.0,25.0,13.0,17.0,12.0,20.0,14.0,32.0,26.0,37.0
1101,1,9,38,7,15,8.0,9.0,10.0,7.0,19.0,7.0,11.0,11.0,12.0,17.0,20.0,9.0,9.0,15.0,35.0,25.0,12.0,17.0,14.0,21.0,16.0,32.0,26.0,38.0
1101,2,7,38,7,16,8.0,9.0,10.0,7.0,19.0,7.0,12.0,11.0,13.0,17.0,19.0,9.0,10.0,15.0,36.0,25.0,12.0,17.0,15.0,22.0,16.0,32.0,26.0,38.0
1101,3,12,39,7,16,8.0,9.0,10.0,7.0,19.0,7.0,12.0,12.0,13.0,17.0,19.0,9.0,10.0,16.0,38.0,25.0,12.0,17.0,15.0,22.0,16.0,32.0,26.0,39.0
1101,4,12,39,7,16,8.0,9.0,10.0,7.0,19.0,7.0,12.0,12.0,13.0,17.0,19.0,8.0,10.0,16.0,38.0,25.0,12.0,17.0,15.0,22.0,16.0,32.0,26.0,39.0
1101,5,12,39,7,16,8.0,9.0,10.0,7.0,19.0,7.0,12.0,12.0,13.0,17.0,19.0,8.0,10.0,16.0,39.0,25.0,12.0,17.0,15.0,22.0,17.0,32.0,26.0,39.0
1101,6,8,39,7,17,8.0,10.0,10.0,7.0,19.0,8.0,12.0,13.0,13.0,16.0,19.0,8.0,10.0,17.0,39.0,26.0,12.0,18.0,15.0,22.0,17.0,32.0,26.0,39.0
1101,7,17,39,5,17,8.0,9.0,9.0,5.0,18.0,7.0,12.0,12.0,12.0,16.0,19.0,8.0,10.0,17.0,39.0,26.0,10.0,17.0,14.0,22.0,17.0,32.0,26.0,38.0
1101,8,8,39,5,16,8.0,9.0,8.0,5.0,18.0,8.0,11.0,10.0,13.0,16.0,19.0,8.0,10.0,16.0,39.0,25.0,10.0,17.0,14.0,23.0,16.0,32.0,28.0,38.0
1101,9,18,39,6,16,9.0,13.0,7.0,8.0,20.0,10.0,14.0,12.0,14.0,18.0,21.0,6.0,12.0,18.0,39.0,26.0,13.0,15.0,16.0,23.0,18.0,31.0,28.0,17.0
1101,10,19,39,6,19,12.0,15.0,7.0,10.0,22.0,12.0,14.0,11.0,16.0,20.0,24.0,6.0,16.0,20.0,39.0,29.0,13.0,15.0,19.0,26.0,23.0,31.0,31.0,19.0
1101,11,18,39,7,18,12.0,15.0,7.0,10.0,22.0,11.0,14.0,12.0,16.0,21.0,24.0,7.0,16.0,21.0,39.0,30.0,13.0,14.0,18.0,26.0,24.0,31.0,30.0,18.0
1101,12,12,38,6,18,12.0,14.0,6.0,10.0,21.0,11.0,12.0,12.0,17.0,19.0,24.0,8.0,16.0,21.0,38.0,30.0,13.0,14.0,18.0,26.0,24.0,31.0,31.0,18.0
1101,13,12,37,7,19,12.0,15.0,7.0,10.0,20.0,12.0,13.0,14.0,17.0,19.0,24.0,7.0,16.0,21.0,37.0,30.0,12.0,13.0,17.0,25.0,24.0,29.0,31.0,18.0
1101,14,8,32,4,4,12.0,13.0,8.0,10.0,8.0,11.0,13.0,13.0,18.0,18.0,23.0,8.0,17.0,23.0,22.0,18.0,14.0,14.0,17.0,12.0,25.0,28.0,32.0,19.0
1101,15,8,31,7,12,13.0,8.0,8.0,8.0,11.0,14.0,13.0,19.0,19.0,23.0,7.0,12.0,22.0,22.0,17.0,13.0,14.0,17.0,11.0,27.0,28.0,31.0,18.0,
1101,16,12,32,8,12,12.0,8.0,8.0,8.0,11.0,12.0,13.0,18.0,19.0,22.0,8.0,12.0,22.0,23.0,17.0,12.0,14.0,17.0,11.0,27.0,28.0,32.0,15.0,
1101,17,12,32,3,3,11.0,12.0,7.0,8.0,7.0,11.0,12.0,12.0,17.0,17.0,22.0,8.0,13.0,23.0,23.0,15.0,13.0,15.0,17.0,10.0,28.0,28.0,32.0,16.0
1101,18,12,33,3,3,8.0,12.0,5.0,9.0,7.0,10.0,12.0,12.0,15.0,16.0,22.0,5.0,17.0,23.0,23.0,17.0,13.0,15.0,18.0,10.0,30.0,27.0,33.0,17.0
1101,19,12,32,4,4,8.0,13.0,5.0,10.0,7.0,12.0,12.0,12.0,15.0,16.0,22.0,4.0,12.0,22.0,23.0,13.0,14.0,10.0,14.0,10.0,29.0,26.0,32.0,18.0
1101,20,13,34,4,5,8.0,10.0,5.0,9.0,7.0,13.0,10.0,13.0,15.0,15.0,21.0,4.0,13.0,21.0,24.0,13.0,14.0,10.0,14.0,9.0,28.0,26.0,34.0,16.0
1101,21,10,34,4,5,8.0,10.0,4.0,8.0,6.0,11.0,10.0,13.0,15.0,14.0,21.0,4.0,12.0,21.0,24.0,11.0,15.0,10.0,14.0,10.0,29.0,25.0,34.0,15.0
1101,22,6,36,4,6,8.0,8.0,4.0,8.0,6.0,10.0,9.0,12.0,13.0,14.0,22.0,6.0,13.0,21.0,23.0,11.0,15.0,10.0,14.0,11.0,30.0,25.0,36.0,15.0
1101,23,9,36,5,7,9.0,9.0,5.0,9.0,6.0,11.0,8.0,11.0,13.0,17.0,22.0,7.0,14.0,25.0,23.0,12.0,16.0,10.0,14.0,14.0,30.0,25.0,36.0,16.0
1102,0,24,43,12,17,23.0,26.0,13.0,25.0,15.0,24.0,29.0,33.0,34.0,22.0,33.0,31.0,23.0,38.0,24.0,15.0,24.0,43.0,37.0,17.0,30.0,38.0,12.0,28.0
1102,1,26,43,11,19,26.0,26.0,11.0,27.0,15.0,25.0,32.0,39.0,34.0,23.0,30.0,38.0,26.0,39.0,25.0,16.0,26.0,43.0,36.0,21.0,36.0,39.0,11.0,31.0
1102,2,26,47,9,20,25.0,26.0,9.0,26.0,16.0,24.0,31.0,39.0,32.0,22.0,32.0,36.0,28.0,42.0,30.0,20.0,26.0,47.0,36.0,21.0,34.0,40.0,11.0,29.0
1102,3,20,49,11,20,24.0,28.0,11.0,27.0,16.0,24.0,32.0,37.0,30.0,22.0,32.0,35.0,30.0,44.0,32.0,20.0,28.0,49.0,36.0,20.0,33.0,41.0,12.0,29.0
1102,4,24,49,10,20,24.0,28.0,10.0,25.0,16.0,24.0,30.0,38.0,29.0,24.0,32.0,35.0,30.0,44.0,32.0,22.0,29.0,49.0,35.0,19.0,32.0,41.0,12.0,30.0
1102,5,30,48,9,19,24.0,28.0,9.0,23.0,16.0,23.0,30.0,38.0,29.0,22.0,30.0,32.0,33.0,43.0,32.0,22.0,28.0,48.0,35.0,19.0,31.0,41.0,12.0,30.0
1102,6,10,47,10,18,24.0,28.0,10.0,24.0,15.0,20.0,28.0,35.0,29.0,19.0,27.0,33.0,33.0,42.0,32.0,20.0,26.0,47.0,34.0,18.0,30.0,40.0,10.0,29.0
1102,7,27,44,9,19,25.0,27.0,9.0,24.0,15.0,18.0,27.0,33.0,29.0,19.0,27.0,29.0,32.0,39.0,32.0,18.0,22.0,44.0,30.0,15.0,27.0,38.0,9.0,28.0
1102,8,22,49,7,21,26.0,15.0,7.0,22.0,22.0,25.0,17.0,31.0,38.0,18.0,35.0,32.0,40.0,49.0,30.0,25.0,29.0,43.0,22.0,21.0,28.0,41.0,9.0,30.0
1102,9,20,42,4,20,24.0,11.0,7.0,17.0,18.0,18.0,10.0,23.0,32.0,12.0,26.0,32.0,35.0,42.0,15.0,17.0,23.0,42.0,13.0,20.0,4.0,41.0,4.0,20.0
1102,10,17,42,4,14,24.0,4.0,6.0,19.0,20.0,13.0,10.0,25.0,28.0,9.0,26.0,10.0,17.0,19.0,17.0,17.0,14.0,41.0,8.0,23.0,4.0,42.0,19.0,
1102,11,8,41,5,13,22.0,5.0,8.0,20.0,21.0,13.0,8.0,26.0,31.0,8.0,25.0,12.0,16.0,16.0,19.0,12.0,10.0,37.0,8.0,21.0,41.0,15.0,,
1102,12,8,40,4,6,10.0,20.0,24.0,14.0,8.0,25.0,37.0,4.0,21.0,11.0,18.0,18.0,20.0,13.0,8.0,35.0,12.0,19.0,40.0,19.0,,,,
1102,13,4,41,3,7,5.0,4.0,21.0,26.0,14.0,7.0,23.0,32.0,4.0,15.0,3.0,19.0,19.0,20.0,13.0,10.0,35.0,16.0,17.0,41.0,4.0,22.0,,
1102,14,17,40,3,5,17.0,5.0,4.0,14.0,21.0,15.0,7.0,20.0,17.0,6.0,14.0,18.0,17.0,16.0,9.0,8.0,33.0,13.0,20.0,3.0,40.0,20.0,,
1102,15,3,36,3,8,17.0,3.0,7.0,15.0,20.0,14.0,3.0,20.0,5.0,4.0,20.0,13.0,16.0,16.0,10.0,8.0,28.0,13.0,19.0,36.0,3.0,18.0,,
1102,16,7,30,3,9,15.0,7.0,3.0,28.0,10.0,19.0,8.0,21.0,7.0,18.0,7.0,14.0,7.0,14.0,7.0,5.0,30.0,11.0,22.0,18.0,6.0,,,
1102,17,9,26,4,7,9.0,8.0,13.0,26.0,14.0,9.0,9.0,4.0,9.0,8.0,4.0,11.0,11.0,6.0,18.0,8.0,14.0,10.0,4.0,6.0,,,,
1102,18,5,28,4,11,15.0,9.0,21.0,28.0,6.0,20.0,8.0,7.0,6.0,7.0,17.0,5.0,7.0,6.0,15.0,5.0,16.0,5.0,4.0,8.0,,,,
1102,19,8,33,4,15,20.0,7.0,22.0,33.0,8.0,23.0,8.0,17.0,15.0,11.0,16.0,10.0,13.0,27.0,4.0,14.0,24.0,23.0,17.0,28.0,22.0,7.0,9.0,8.0
1102,20,21,36,9,17,21.0,13.0,21.0,36.0,18.0,22.0,15.0,27.0,9.0,21.0,21.0,17.0,27.0,31.0,21.0,24.0,28.0,23.0,30.0,18.0,9.0,12.0,,
1102,21,16,36,3,16,17.0,10.0,23.0,34.0,20.0,21.0,18.0,27.0,10.0,16.0,31.0,11.0,35.0,28.0,3.0,21.0,27.0,36.0,23.0,31.0,21.0,8.0,5.0,16.0
1102,22,10,37,6,16,18.0,10.0,18.0,36.0,19.0,21.0,13.0,29.0,7.0,33.0,30.0,22.0,37.0,25.0,10.0,15.0,29.0,34.0,16.0,27.0,30.0,10.0,6.0,13.0
1102,23,18,40,7,22,22.0,9.0,18.0,35.0,25.0,29.0,27.0,32.0,7.0,32.0,37.0,21.0,36.0,21.0,19.0,18.0,40.0,38.0,17.0,25.0,35.0,14.0,15.0,13.0
1103,0,28,58,14,28,34.0,35.0,26.0,30.0,52.0,24.0,18.0,21.0,32.0,25.0,22.0,40.0,58.0,47.0,33.0,55.0,39.0,41.0,14.0,28.0,39.0,45.0,40.0,49.0
1103,1,20,61,17,28,33.0,34.0,31.0,31.0,51.0,24.0,20.0,21.0,33.0,26.0,20.0,50.0,61.0,48.0,38.0,57.0,43.0,39.0,17.0,30.0,38.0,44.0,42.0,48.0
1103,2,19,60,19,28,33.0,32.0,32.0,33.0,51.0,24.0,19.0,21.0,36.0,28.0,24.0,57.0,60.0,48.0,38.0,57.0,41.0,39.0,19.0,31.0,36.0,45.0,42.0,52.0
1103,3,19,60,19,29,33.0,32.0,35.0,34.0,52.0,28.0,19.0,23.0,38.0,28.0,25.0,56.0,60.0,48.0,39.0,60.0,40.0,42.0,19.0,32.0,35.0,45.0,43.0,53.0
1103,4,27,62,19,27,33.0,31.0,35.0,34.0,51.0,26.0,20.0,22.0,37.0,27.0,25.0,57.0,62.0,52.0,42.0,62.0,41.0,41.0,19.0,34.0,38.0,44.0,43.0,51.0
1103,5,41,61,18,25,32.0,30.0,33.0,35.0,49.0,24.0,18.0,21.0,36.0,27.0,23.0,56.0,60.0,51.0,41.0,61.0,41.0,39.0,19.0,31.0,37.0,44.0,40.0,53.0
1103,6,21,58,15,23,30.0,29.0,34.0,33.0,47.0,22.0,17.0,21.0,36.0,26.0,21.0,55.0,58.0,48.0,41.0,55.0,39.0,35.0,15.0,28.0,32.0,42.0,39.0,48.0
1103,7,33,56,12,20,30.0,27.0,33.0,34.0,45.0,21.0,16.0,20.0,33.0,24.0,23.0,52.0,56.0,44.0,41.0,52.0,37.0,34.0,12.0,23.0,33.0,42.0,37.0,47.0
1103,8,14,51,8,14,20.0,13.0,32.0,35.0,36.0,16.0,9.0,19.0,30.0,21.0,20.0,51.0,48.0,39.0,40.0,25.0,21.0,23.0,8.0,14.0,26.0,38.0,28.0,37.0
1103,9,9,46,6,9,15.0,14.0,28.0,31.0,32.0,6.0,8.0,12.0,34.0,9.0,15.0,46.0,40.0,32.0,41.0,16.0,18.0,23.0,8.0,9.0,15.0,37.0,26.0,27.0
1103,10,11,42,4,13,16.0,16.0,27.0,27.0,29.0,6.0,11.0,35.0,5.0,11.0,42.0,37.0,34.0,39.0,13.0,17.0,21.0,4.0,11.0,5.0,36.0,24.0,27.0,
1103,11,3,40,3,12,15.0,14.0,24.0,30.0,28.0,3.0,6.0,10.0,33.0,3.0,10.0,40.0,21.0,32.0,37.0,13.0,17.0,19.0,4.0,12.0,5.0,36.0,24.0,28.0
1103,12,4,37,4,12,13.0,10.0,19.0,30.0,25.0,8.0,6.0,7.0,28.0,4.0,4.0,37.0,18.0,32.0,36.0,10.0,20.0,16.0,6.0,4.0,36.0,21.0,26.0,
1103,13,5,35,4,10,11.0,8.0,18.0,29.0,20.0,5.0,9.0,9.0,32.0,4.0,5.0,30.0,17.0,16.0,34.0,10.0,20.0,14.0,7.0,35.0,19.0,30.0,,
1103,14,6,38,3,9,10.0,3.0,13.0,34.0,16.0,7.0,6.0,8.0,27.0,5.0,6.0,33.0,15.0,11.0,29.0,4.0,12.0,16.0,4.0,6.0,3.0,38.0,16.0,15.0
1103,15,6,37,3,6,11.0,3.0,14.0,31.0,17.0,6.0,3.0,6.0,22.0,8.0,33.0,15.0,7.0,31.0,8.0,11.0,18.0,4.0,37.0,21.0,19.0,,,
1103,16,4,35,3,4,4.0,3.0,10.0,28.0,17.0,8.0,4.0,8.0,18.0,4.0,4.0,28.0,13.0,9.0,31.0,9.0,14.0,15.0,7.0,35.0,18.0,16.0,,
1103,17,8,35,3,3,3.0,5.0,29.0,8.0,7.0,8.0,13.0,30.0,14.0,9.0,25.0,8.0,14.0,9.0,4.0,12.0,35.0,22.0,16.0,,,,,
1103,18,4,36,3,4,8.0,30.0,9.0,4.0,11.0,12.0,25.0,5.0,14.0,33.0,6.0,16.0,5.0,4.0,3.0,5.0,36.0,16.0,13.0,,,,,
1103,19,10,36,3,15,8.0,7.0,14.0,32.0,6.0,3.0,10.0,10.0,15.0,3.0,8.0,33.0,5.0,12.0,31.0,11.0,15.0,6.0,5.0,10.0,36.0,29.0,21.0,
1103,20,8,44,5,14,12.0,12.0,16.0,39.0,15.0,5.0,8.0,12.0,29.0,8.0,6.0,44.0,13.0,10.0,36.0,19.0,24.0,8.0,15.0,11.0,20.0,23.0,35.0,18.0
1103,21,17,49,5,21,18.0,17.0,21.0,49.0,17.0,14.0,11.0,17.0,32.0,20.0,10.0,49.0,20.0,9.0,46.0,27.0,23.0,5.0,19.0,17.0,25.0,29.0,34.0,20.0
1103,22,14,59,14,32,26.0,24.0,24.0,59.0,21.0,20.0,14.0,29.0,34.0,22.0,17.0,51.0,35.0,25.0,52.0,36.0,25.0,14.0,28.0,26.0,34.0,35.0,42.0,30.0
1103,23,21,68,11,36,37.0,33.0,30.0,68.0,24.0,21.0,22.0,34.0,34.0,21.0,23.0,56.0,45.0,26.0,56.0,35.0,35.0,11.0,29.0,39.0,42.0,38.0,45.0,31.0
1105,0,9,31,3,3,14.0,14.0,10.0,9.0,9.0,9.0,9.0,8.0,7.0,5.0,31.0,25.0,21.0,9.0,19.0,10.0,14.0,12.0,7.0,22.0,,,,
1105,1,9,31,3,3,14.0,16.0,11.0,9.0,9.0,10.0,9.0,9.0,7.0,4.0,31.0,26.0,22.0,9.0,19.0,11.0,14.0,11.0,5.0,3.0,22.0,,,
1105,2,9,31,3,4,14.0,16.0,11.0,12.0,9.0,10.0,9.0,9.0,7.0,4.0,31.0,26.0,22.0,8.0,3.0,19.0,11.0,14.0,11.0,5.0,3.0,22.0,,
1105,3,9,29,3,4,14.0,16.0,11.0,12.0,9.0,10.0,9.0,9.0,7.0,4.0,29.0,25.0,22.0,7.0,3.0,19.0,10.0,14.0,11.0,5.0,3.0,22.0,,
1105,4,4,30,3,4,14.0,16.0,11.0,12.0,9.0,10.0,9.0,9.0,7.0,4.0,30.0,24.0,22.0,7.0,4.0,19.0,11.0,14.0,11.0,5.0,3.0,22.0,,
1105,5,9,30,3,4,14.0,16.0,11.0,12.0,9.0,10.0,9.0,9.0,7.0,5.0,30.0,24.0,22.0,7.0,4.0,19.0,13.0,14.0,11.0,5.0,3.0,23.0,,
1105,6,4,30,3,4,14.0,16.0,11.0,12.0,9.0,10.0,9.0,8.0,7.0,5.0,30.0,24.0,23.0,7.0,4.0,19.0,13.0,15.0,11.0,5.0,3.0,4.0,23.0,
1105,7,5,29,3,4,14.0,16.0,11.0,11.0,9.0,10.0,9.0,8.0,7.0,5.0,29.0,23.0,23.0,7.0,4.0,20.0,13.0,16.0,11.0,5.0,3.0,5.0,23.0,
1105,8,3,29,3,3,12.0,15.0,11.0,11.0,7.0,8.0,8.0,7.0,5.0,3.0,29.0,21.0,20.0,6.0,18.0,13.0,12.0,9.0,4.0,23.0,,,,
1105,9,6,30,4,12,14.0,12.0,10.0,5.0,6.0,7.0,6.0,20.0,30.0,21.0,21.0,6.0,18.0,18.0,13.0,14.0,10.0,12.0,4.0,23.0,,,,
1105,10,3,28,3,3,12.0,14.0,12.0,10.0,5.0,5.0,8.0,8.0,22.0,3.0,28.0,21.0,22.0,6.0,17.0,19.0,14.0,19.0,8.0,13.0,3.0,5.0,24.0,
1105,11,6,31,3,11,14.0,12.0,5.0,5.0,4.0,8.0,6.0,17.0,31.0,20.0,20.0,6.0,16.0,18.0,13.0,14.0,8.0,12.0,3.0,6.0,23.0,,,
1105,12,6,30,3,12,14.0,10.0,9.0,4.0,6.0,8.0,7.0,14.0,30.0,19.0,20.0,6.0,15.0,17.0,14.0,8.0,7.0,12.0,3.0,6.0,23.0,,,
1105,13,13,26,3,13,15.0,12.0,9.0,5.0,4.0,8.0,8.0,14.0,26.0,20.0,20.0,4.0,13.0,17.0,13.0,7.0,7.0,12.0,3.0,5.0,23.0,,,
1105,14,9,29,3,13,14.0,9.0,9.0,6.0,6.0,9.0,8.0,14.0,29.0,19.0,21.0,13.0,16.0,12.0,8.0,7.0,9.0,3.0,5.0,25.0,,,,
1105,15,12,28,4,12,12.0,12.0,6.0,9.0,6.0,5.0,8.0,7.0,14.0,28.0,19.0,22.0,4.0,12.0,15.0,11.0,8.0,7.0,8.0,21.0,22.0,,,
1105,16,6,28,3,12,11.0,9.0,6.0,8.0,4.0,3.0,6.0,7.0,14.0,28.0,19.0,20.0,3.0,10.0,12.0,9.0,7.0,6.0,5.0,20.0,22.0,,,
1105,17,9,29,3,9,10.0,9.0,8.0,9.0,4.0,3.0,6.0,16.0,29.0,19.0,21.0,3.0,10.0,12.0,9.0,24.0,4.0,4.0,3.0,19.0,22.0,,,
1105,18,9,33,3,9,13.0,8.0,12.0,12.0,4.0,4.0,7.0,17.0,33.0,21.0,20.0,11.0,9.0,9.0,22.0,3.0,5.0,3.0,19.0,24.0,,,,
1105,19,4,28,3,9,13.0,6.0,12.0,10.0,3.0,4.0,4.0,15.0,28.0,20.0,18.0,8.0,10.0,9.0,19.0,4.0,3.0,19.0,25.0,,,,,
1105,20,8,28,3,13,11.0,6.0,8.0,8.0,4.0,6.0,5.0,14.0,25.0,19.0,17.0,10.0,10.0,8.0,20.0,3.0,4.0,3.0,19.0,28.0,,,,
1105,21,3,30,3,12,13.0,8.0,9.0,11.0,6.0,7.0,6.0,12.0,3.0,24.0,17.0,15.0,10.0,11.0,8.0,21.0,3.0,3.0,18.0,30.0,,,,
1105,22,3,31,3,12,14.0,8.0,9.0,12.0,6.0,7.0,5.0,13.0,3.0,24.0,17.0,16.0,11.0,13.0,11.0,19.0,3.0,22.0,31.0,,,,,
1105,23,9,30,3,12,16.0,9.0,8.0,12.0,9.0,9.0,7.0,7.0,20.0,5.0,24.0,20.0,14.0,15.0,11.0,16.0,18.0,6.0,3.0,22.0,30.0,,,
1106,0,40,65,8,8,40.0,40.0,25.0,46.0,20.0,40.0,23.0,31.0,33.0,27.0,39.0,31.0,45.0,36.0,55.0,47.0,41.0,38.0,45.0,21.0,44.0,44.0,65.0,54.0
1106,1,36,66,7,7,41.0,44.0,29.0,46.0,22.0,42.0,25.0,36.0,35.0,26.0,40.0,33.0,52.0,38.0,63.0,49.0,40.0,36.0,46.0,27.0,49.0,43.0,66.0,58.0
1106,2,36,65,10,10,42.0,44.0,31.0,46.0,21.0,42.0,26.0,36.0,34.0,30.0,41.0,36.0,53.0,35.0,62.0,52.0,41.0,39.0,48.0,28.0,50.0,46.0,65.0,61.0
1106,3,36,68,13,13,43.0,41.0,33.0,49.0,22.0,43.0,26.0,36.0,36.0,32.0,41.0,37.0,53.0,36.0,63.0,55.0,41.0,40.0,50.0,28.0,51.0,46.0,68.0,62.0
1106,4,42,67,11,11,43.0,42.0,35.0,50.0,22.0,42.0,28.0,39.0,36.0,32.0,42.0,41.0,52.0,37.0,65.0,54.0,43.0,39.0,49.0,28.0,52.0,47.0,67.0,62.0
1106,5,43,67,10,10,43.0,43.0,35.0,50.0,22.0,41.0,27.0,38.0,36.0,33.0,42.0,43.0,53.0,37.0,65.0,54.0,42.0,39.0,48.0,30.0,52.0,47.0,67.0,62.0
1106,6,35,67,7,7,40.0,38.0,33.0,45.0,19.0,37.0,25.0,36.0,35.0,29.0,39.0,38.0,50.0,37.0,63.0,48.0,40.0,35.0,46.0,28.0,50.0,47.0,67.0,57.0
1106,7,25,64,14,36,33.0,31.0,40.0,14.0,29.0,18.0,32.0,29.0,25.0,36.0,37.0,48.0,33.0,63.0,45.0,37.0,30.0,41.0,25.0,46.0,46.0,64.0,55.0,
1106,8,17,63,7,29,28.0,36.0,35.0,7.0,8.0,10.0,23.0,18.0,17.0,18.0,40.0,40.0,24.0,63.0,34.0,31.0,17.0,27.0,20.0,39.0,48.0,49.0,45.0,
1106,9,20,63,4,4,26.0,31.0,34.0,32.0,9.0,8.0,6.0,22.0,18.0,20.0,13.0,37.0,40.0,20.0,63.0,31.0,28.0,20.0,26.0,20.0,41.0,50.0,52.0,47.0
1106,10,15,59,3,3,17.0,11.0,13.0,27.0,4.0,7.0,8.0,18.0,18.0,15.0,15.0,36.0,37.0,21.0,59.0,27.0,30.0,20.0,25.0,14.0,36.0,50.0,42.0,46.0
1106,11,3,50,3,12,6.0,11.0,11.0,6.0,3.0,3.0,17.0,14.0,7.0,14.0,40.0,39.0,17.0,42.0,27.0,26.0,19.0,25.0,7.0,13.0,50.0,41.0,44.0,
1106,12,10,50,3,12,6.0,10.0,4.0,15.0,10.0,9.0,10.0,33.0,28.0,9.0,35.0,17.0,28.0,13.0,19.0,3.0,7.0,50.0,31.0,40.0,,,,
1106,13,7,50,3,11,4.0,7.0,3.0,11.0,13.0,5.0,9.0,29.0,30.0,10.0,31.0,10.0,29.0,13.0,18.0,7.0,50.0,26.0,34.0,,,,,
1106,14,4,49,3,3,11.0,5.0,4.0,11.0,20.0,8.0,12.0,29.0,27.0,9.0,31.0,9.0,31.0,12.0,16.0,4.0,8.0,49.0,28.0,38.0,,,,
1106,15,8,50,4,10,9.0,5.0,6.0,8.0,4.0,15.0,19.0,10.0,14.0,30.0,32.0,16.0,33.0,12.0,26.0,15.0,17.0,8.0,13.0,50.0,31.0,27.0,,
1106,16,8,51,3,3,11.0,19.0,9.0,8.0,11.0,10.0,5.0,18.0,18.0,8.0,19.0,33.0,33.0,24.0,36.0,15.0,29.0,25.0,10.0,6.0,17.0,51.0,42.0,29.0
1106,17,8,45,3,3,5.0,17.0,4.0,11.0,10.0,13.0,15.0,17.0,19.0,27.0,28.0,31.0,37.0,8.0,14.0,27.0,11.0,6.0,8.0,45.0,28.0,26.0,,
1106,18,5,48,3,7,22.0,10.0,8.0,6.0,3.0,5.0,11.0,19.0,5.0,14.0,29.0,21.0,21.0,36.0,5.0,3.0,16.0,16.0,10.0,48.0,21.0,29.0,,
1106,19,22,53,8,17,21.0,22.0,14.0,15.0,8.0,11.0,24.0,22.0,19.0,17.0,43.0,22.0,31.0,26.0,13.0,8.0,14.0,14.0,22.0,13.0,53.0,40.0,32.0,
1106,20,9,46,9,21,31.0,20.0,17.0,18.0,22.0,11.0,14.0,24.0,34.0,29.0,19.0,40.0,27.0,38.0,36.0,25.0,9.0,20.0,22.0,26.0,9.0,46.0,36.0,39.0
1106,21,20,45,12,25,35.0,12.0,33.0,27.0,26.0,20.0,14.0,30.0,36.0,34.0,25.0,32.0,31.0,34.0,36.0,31.0,18.0,28.0,20.0,22.0,16.0,45.0,45.0,44.0
1106,22,21,59,19,34,36.0,21.0,40.0,29.0,28.0,21.0,23.0,33.0,43.0,31.0,41.0,42.0,32.0,46.0,45.0,27.0,19.0,35.0,20.0,24.0,23.0,59.0,56.0,44.0
1106,23,37,58,17,39,39.0,17.0,42.0,33.0,32.0,21.0,28.0,36.0,55.0,36.0,55.0,41.0,28.0,55.0,47.0,39.0,27.0,37.0,26.0,37.0,37.0,58.0,54.0,56.0
1108,0,24,47,11,13,11.0,26.0,16.0,21.0,11.0,24.0,29.0,31.0,24.0,13.0,27.0,25.0,26.0,28.0,21.0,24.0,30.0,26.0,47.0,19.0,16.0,17.0,20.0,25.0
1108,1,25,48,10,14,15.0,25.0,15.0,17.0,10.0,26.0,30.0,31.0,24.0,13.0,28.0,28.0,25.0,31.0,20.0,25.0,30.0,26.0,48.0,23.0,18.0,18.0,21.0,26.0
1108,2,14,53,11,14,15.0,27.0,15.0,14.0,11.0,28.0,31.0,30.0,25.0,14.0,30.0,30.0,26.0,36.0,22.0,23.0,31.0,28.0,53.0,23.0,18.0,19.0,24.0,27.0
1108,3,27,53,10,14,16.0,27.0,15.0,18.0,10.0,29.0,31.0,31.0,26.0,14.0,30.0,33.0,27.0,37.0,22.0,23.0,32.0,30.0,53.0,22.0,18.0,19.0,23.0,27.0
1108,4,13,53,9,13,13.0,26.0,17.0,18.0,9.0,28.0,31.0,31.0,24.0,14.0,30.0,32.0,26.0,37.0,21.0,22.0,32.0,28.0,53.0,21.0,18.0,19.0,22.0,25.0
1108,5,25,52,9,16,14.0,27.0,20.0,17.0,9.0,28.0,32.0,32.0,25.0,14.0,31.0,32.0,26.0,36.0,22.0,25.0,31.0,30.0,52.0,23.0,18.0,19.0,25.0,26.0
1108,6,28,51,9,16,14.0,28.0,21.0,17.0,9.0,28.0,34.0,32.0,23.0,12.0,31.0,32.0,25.0,34.0,21.0,24.0,28.0,28.0,51.0,22.0,16.0,18.0,23.0,23.0
1108,7,22,51,7,13,12.0,26.0,22.0,17.0,7.0,27.0,31.0,29.0,20.0,7.0,27.0,33.0,22.0,32.0,22.0,24.0,27.0,29.0,51.0,18.0,16.0,19.0,24.0,23.0
1108,8,17,46,4,7,9.0,22.0,21.0,17.0,4.0,21.0,26.0,20.0,9.0,5.0,17.0,33.0,17.0,27.0,21.0,17.0,24.0,27.0,46.0,12.0,11.0,18.0,18.0,14.0
1108,9,8,40,3,3,6.0,20.0,20.0,12.0,11.0,17.0,10.0,12.0,30.0,8.0,23.0,21.0,14.0,14.0,23.0,40.0,8.0,18.0,9.0,11.0,,,,
1108,10,6,37,4,14,17.0,13.0,6.0,15.0,5.0,10.0,29.0,6.0,17.0,22.0,6.0,9.0,21.0,37.0,4.0,15.0,6.0,7.0,,,,,,
