대여소번호,시간대,mode,max,min,수량1,수량2,수량3,수량4,수량5,수량6,수량7,수량8,수량9,max_min_diff,service_level,upperbound,lowerbound
1101,0,9.0,28.0,9.0,16.0,9.0,9.0,13.0,13.0,26.0,28.0,15.0,15.0,5.0,80.0,26.0,13.0
1101,1,10.0,29.0,10.0,17.0,10.0,12.0,13.0,14.0,26.0,29.0,16.0,15.0,5.0,80.0,26.0,13.0
1101,2,13.0,29.0,10.0,17.0,10.0,13.0,13.0,15.0,26.0,29.0,16.0,16.0,5.0,80.0,26.0,13.0
1101,3,13.0,30.0,10.0,17.0,10.0,13.0,13.0,15.0,26.0,30.0,16.0,17.0,5.0,80.0,26.0,13.0
1101,4,13.0,33.0,11.0,17.0,11.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0,5.0,80.0,26.0,13.0
1101,5,13.0,33.0,11.0,17.0,11.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0,5.0,80.0,26.0,13.0
1101,6,13.0,33.0,12.0,17.0,12.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0,5.0,80.0,26.0,13.0
1101,7,17.0,33.0,12.0,17.0,12.0,13.0,14.0,15.0,26.0,33.0,16.0,17.0,5.0,80.0,26.0,14.0
1101,8,14.0,32.0,12.0,17.0,12.0,13.0,14.0,15.0,24.0,32.0,14.0,16.0,5.0,80.0,24.0,14.0
1101,9,13.0,32.0,12.0,17.0,13.0,13.0,12.0,15.0,23.0,32.0,13.0,16.0,5.0,80.0,23.0,13.0
1101,10,13.0,32.0,12.0,16.0,13.0,13.0,12.0,16.0,24.0,32.0,13.0,16.0,5.0,80.0,24.0,13.0
1101,11,16.0,32.0,12.0,16.0,12.0,12.0,15.0,16.0,24.0,32.0,14.0,16.0,5.0,80.0,24.0,14.0
1101,12,15.0,32.0,10.0,16.0,10.0,12.0,15.0,16.0,24.0,32.0,14.0,15.0,5.0,80.0,24.0,14.0
1101,13,16.0,32.0,9.0,15.0,9.0,12.0,16.0,16.0,25.0,32.0,14.0,16.0,5.0,80.0,25.0,14.0
1101,14,15.0,32.0,8.0,15.0,8.0,12.0,14.0,16.0,25.0,32.0,13.0,15.0,5.0,80.0,25.0,13.0
1101,15,15.0,31.0,8.0,15.0,8.0,17.0,14.0,17.0,25.0,31.0,13.0,15.0,5.0,80.0,25.0,14.0
1101,16,17.0,32.0,10.0,15.0,10.0,18.0,14.0,17.0,23.0,32.0,12.0,17.0,5.0,80.0,24.0,14.0
1101,17,12.0,32.0,9.0,13.0,9.0,18.0,12.0,17.0,22.0,32.0,12.0,17.0,5.0,80.0,22.0,12.0
1101,18,13.0,31.0,9.0,13.0,9.0,18.0,13.0,17.0,22.0,31.0,12.0,17.0,5.0,80.0,23.0,13.0
1101,19,15.0,32.0,11.0,15.0,11.0,17.0,15.0,16.0,24.0,32.0,12.0,18.0,5.0,80.0,25.0,15.0
1101,20,14.0,32.0,10.0,14.0,10.0,17.0,14.0,15.0,25.0,32.0,12.0,18.0,5.0,80.0,25.0,14.0
1101,21,13.0,32.0,10.0,14.0,10.0,17.0,13.0,15.0,26.0,32.0,13.0,18.0,5.0,80.0,26.0,13.0
1101,22,14.0,33.0,9.0,14.0,9.0,17.0,13.0,16.0,26.0,33.0,14.0,18.0,5.0,80.0,26.0,14.0
1101,23,14.0,34.0,9.0,14.0,9.0,17.0,13.0,15.0,27.0,34.0,14.0,19.0,5.0,80.0,27.0,14.0
1102,0,23.0,42.0,10.0,15.0,40.0,42.0,10.0,23.0,23.0,40.0,25.0,12.0,25.77777778,68.0,40.0,15.0
1102,1,42.0,42.0,12.0,18.0,42.0,42.0,12.0,26.0,22.0,42.0,23.0,13.0,25.77777778,68.0,42.0,18.0
1102,2,14.0,46.0,14.0,18.0,43.0,42.0,14.0,28.0,17.0,46.0,17.0,14.0,25.77777778,68.0,43.0,17.0
1102,3,18.0,43.0,12.0,19.0,39.0,43.0,12.0,27.0,18.0,43.0,19.0,18.0,25.77777778,68.0,43.0,18.0
1102,4,12.0,44.0,12.0,21.0,36.0,42.0,12.0,26.0,19.0,44.0,22.0,18.0,25.77777778,68.0,42.0,19.0
1102,5,16.0,44.0,16.0,21.0,36.0,43.0,16.0,26.0,18.0,44.0,23.0,17.0,25.77777778,68.0,43.0,18.0
1102,6,16.0,43.0,15.0,21.0,35.0,42.0,15.0,28.0,16.0,43.0,23.0,16.0,25.77777778,68.0,42.0,16.0
1102,7,14.0,43.0,14.0,19.0,26.0,42.0,14.0,32.0,14.0,43.0,22.0,16.0,25.77777778,68.0,42.0,16.0
1102,8,15.0,31.0,13.0,17.0,26.0,25.0,13.0,31.0,15.0,26.0,15.0,17.0,25.77777778,68.0,26.0,15.0
1102,9,7.0,31.0,7.0,16.0,22.0,29.0,13.0,31.0,17.0,26.0,7.0,19.0,25.77777778,68.0,29.0,16.0
1102,10,15.0,31.0,9.0,15.0,21.0,31.0,9.0,31.0,15.0,28.0,23.0,,25.77777778,68.0,31.0,15.0
1102,11,22.0,33.0,6.0,22.0,22.0,33.0,8.0,13.0,14.0,27.0,6.0,24.0,25.77777778,68.0,27.0,13.0
1102,12,7.0,36.0,7.0,23.0,18.0,36.0,7.0,10.0,15.0,20.0,7.0,24.0,25.77777778,68.0,24.0,10.0
1102,13,3.0,33.0,3.0,14.0,22.0,33.0,10.0,3.0,13.0,18.0,29.0,,25.77777778,68.0,29.0,13.0
1102,14,14.0,27.0,10.0,14.0,14.0,27.0,10.0,17.0,19.0,11.0,,,25.77777778,68.0,24.0,14.0
1102,15,11.0,21.0,4.0,15.0,11.0,11.0,10.0,4.0,19.0,21.0,8.0,,25.77777778,68.0,20.0,10.0
1102,16,13.0,17.0,3.0,13.0,8.0,13.0,3.0,8.0,17.0,13.0,13.0,,25.77777778,68.0,18.0,8.0
1102,17,4.0,22.0,4.0,11.0,22.0,12.0,4.0,4.0,15.0,14.0,8.0,,25.77777778,68.0,18.0,8.0
1102,18,14.0,25.0,6.0,25.0,17.0,14.0,14.0,11.0,14.0,16.0,6.0,8.0,25.77777778,68.0,21.0,11.0
1102,19,16.0,26.0,4.0,16.0,16.0,14.0,10.0,4.0,26.0,18.0,6.0,16.0,25.77777778,68.0,20.0,10.0
1102,20,5.0,27.0,5.0,23.0,20.0,14.0,12.0,9.0,27.0,17.0,5.0,16.0,25.77777778,68.0,23.0,12.0
1102,21,24.0,30.0,8.0,24.0,26.0,12.0,13.0,24.0,30.0,15.0,8.0,,25.77777778,68.0,26.0,13.0
1102,22,4.0,42.0,4.0,18.0,38.0,13.0,17.0,19.0,42.0,10.0,4.0,8.0,25.77777778,68.0,38.0,10.0
1102,23,14.0,43.0,11.0,18.0,43.0,14.0,19.0,20.0,40.0,14.0,11.0,16.0,25.77777778,68.0,40.0,14.0
1103,0,9.0,66.0,9.0,36.0,66.0,43.0,28.0,33.0,29.0,32.0,26.0,9.0,26.22222222,66.0,39.0,29.0
1103,1,16.0,67.0,16.0,35.0,67.0,44.0,31.0,33.0,30.0,34.0,23.0,16.0,26.22222222,66.0,41.0,31.0
1103,2,34.0,66.0,18.0,38.0,66.0,46.0,30.0,34.0,34.0,36.0,22.0,18.0,26.22222222,66.0,44.0,34.0
1103,3,18.0,69.0,18.0,42.0,69.0,48.0,32.0,35.0,40.0,37.0,19.0,18.0,26.22222222,66.0,45.0,35.0
1103,4,37.0,72.0,19.0,43.0,72.0,50.0,32.0,37.0,41.0,37.0,19.0,21.0,26.22222222,66.0,47.0,37.0
1103,5,17.0,71.0,17.0,43.0,71.0,52.0,31.0,37.0,40.0,38.0,17.0,23.0,26.22222222,66.0,47.0,37.0
1103,6,38.0,70.0,17.0,42.0,70.0,53.0,30.0,38.0,38.0,38.0,17.0,21.0,26.22222222,66.0,48.0,38.0
1103,7,39.0,60.0,16.0,40.0,60.0,50.0,29.0,37.0,39.0,39.0,16.0,21.0,26.22222222,66.0,47.0,37.0
1103,8,38.0,60.0,12.0,38.0,60.0,49.0,27.0,37.0,38.0,38.0,12.0,20.0,26.22222222,66.0,47.0,37.0
1103,9,8.0,49.0,8.0,40.0,34.0,49.0,26.0,33.0,39.0,35.0,8.0,15.0,26.22222222,66.0,43.0,33.0
1103,10,10.0,49.0,10.0,41.0,42.0,49.0,29.0,31.0,38.0,37.0,10.0,12.0,26.22222222,66.0,41.0,31.0
1103,11,37.0,54.0,12.0,37.0,38.0,54.0,23.0,27.0,37.0,35.0,12.0,16.0,26.22222222,66.0,37.0,27.0
1103,12,35.0,56.0,5.0,35.0,34.0,56.0,25.0,21.0,35.0,31.0,5.0,9.0,26.22222222,66.0,35.0,25.0
1103,13,7.0,49.0,7.0,33.0,38.0,49.0,23.0,15.0,32.0,25.0,7.0,7.0,26.22222222,66.0,33.0,23.0
1103,14,25.0,43.0,6.0,25.0,36.0,43.0,25.0,15.0,14.0,26.0,8.0,6.0,26.22222222,66.0,26.0,15.0
1103,15,17.0,46.0,11.0,20.0,36.0,46.0,21.0,17.0,17.0,22.0,11.0,,26.22222222,66.0,36.0,17.0
1103,16,13.0,41.0,3.0,6.0,38.0,41.0,25.0,13.0,20.0,13.0,16.0,3.0,26.22222222,66.0,25.0,13.0
1103,17,4.0,48.0,4.0,4.0,36.0,48.0,24.0,13.0,17.0,8.0,18.0,,26.22222222,66.0,36.0,13.0
1103,18,11.0,43.0,11.0,11.0,41.0,43.0,15.0,16.0,21.0,11.0,18.0,13.0,26.22222222,66.0,25.0,15.0
1103,19,19.0,45.0,12.0,19.0,45.0,44.0,23.0,17.0,19.0,15.0,13.0,12.0,26.22222222,66.0,27.0,17.0
1103,20,23.0,48.0,10.0,17.0,45.0,48.0,25.0,23.0,23.0,21.0,10.0,15.0,26.22222222,66.0,31.0,21.0
1103,21,21.0,49.0,9.0,23.0,41.0,49.0,27.0,21.0,21.0,24.0,9.0,18.0,26.22222222,66.0,31.0,21.0
1103,22,29.0,51.0,9.0,23.0,43.0,51.0,29.0,24.0,29.0,31.0,9.0,21.0,26.22222222,66.0,34.0,24.0
1103,23,8.0,52.0,8.0,27.0,47.0,52.0,34.0,23.0,35.0,32.0,8.0,24.0,26.22222222,66.0,37.0,27.0
1105,0,16.0,21.0,8.0,13.0,16.0,21.0,8.0,14.0,16.0,17.0,11.0,,11.88888889,78.0,23.0,13.0
1105,1,4.0,22.0,4.0,4.0,13.0,17.0,22.0,8.0,14.0,16.0,18.0,11.0,11.88888889,78.0,21.0,11.0
1105,2,4.0,22.0,4.0,4.0,15.0,17.0,22.0,8.0,14.0,16.0,18.0,11.0,11.88888889,78.0,21.0,11.0
1105,3,5.0,22.0,5.0,5.0,15.0,17.0,22.0,8.0,14.0,16.0,19.0,11.0,11.88888889,78.0,21.0,11.0
1105,4,5.0,22.0,5.0,5.0,15.0,18.0,22.0,8.0,14.0,16.0,20.0,9.0,11.88888889,78.0,20.0,9.0
1105,5,15.0,21.0,5.0,5.0,15.0,18.0,21.0,8.0,15.0,17.0,20.0,11.0,11.88888889,78.0,21.0,11.0
1105,6,5.0,21.0,5.0,5.0,16.0,18.0,21.0,8.0,14.0,17.0,20.0,11.0,11.88888889,78.0,21.0,11.0
1105,7,15.0,22.0,5.0,5.0,16.0,19.0,22.0,9.0,15.0,15.0,20.0,12.0,11.88888889,78.0,22.0,12.0
1105,8,14.0,22.0,7.0,7.0,16.0,19.0,22.0,9.0,16.0,14.0,20.0,14.0,11.88888889,78.0,24.0,14.0
1105,9,14.0,21.0,7.0,7.0,16.0,19.0,21.0,8.0,16.0,14.0,19.0,14.0,11.88888889,78.0,24.0,14.0
1105,10,4.0,20.0,4.0,4.0,15.0,18.0,20.0,7.0,14.0,12.0,17.0,13.0,11.88888889,78.0,22.0,12.0
1105,11,14.0,19.0,7.0,7.0,14.0,17.0,19.0,9.0,14.0,13.0,16.0,17.0,11.88888889,78.0,23.0,13.0
1105,12,15.0,19.0,7.0,7.0,15.0,16.0,19.0,8.0,15.0,13.0,14.0,17.0,11.88888889,78.0,23.0,13.0
1105,13,14.0,18.0,3.0,3.0,12.0,14.0,18.0,8.0,15.0,11.0,14.0,16.0,11.88888889,78.0,21.0,11.0
1105,14,6.0,19.0,6.0,12.0,16.0,19.0,6.0,13.0,9.0,15.0,17.0,,11.88888889,78.0,22.0,12.0
1105,15,14.0,15.0,3.0,14.0,14.0,15.0,3.0,11.0,8.0,15.0,12.0,,11.88888889,78.0,21.0,11.0
1105,16,9.0,18.0,3.0,3.0,18.0,9.0,13.0,11.0,9.0,15.0,14.0,,11.88888889,78.0,19.0,9.0
1105,17,9.0,13.0,7.0,13.0,9.0,12.0,11.0,9.0,13.0,7.0,,,11.88888889,78.0,19.0,9.0
1105,18,8.0,17.0,7.0,17.0,12.0,17.0,8.0,8.0,11.0,7.0,,,11.88888889,78.0,18.0,8.0
1105,19,9.0,16.0,3.0,3.0,16.0,11.0,14.0,6.0,9.0,8.0,9.0,10.0,11.88888889,78.0,18.0,8.0
1105,20,11.0,16.0,5.0,16.0,10.0,11.0,6.0,9.0,5.0,11.0,12.0,,11.88888889,78.0,19.0,9.0
1105,21,10.0,16.0,4.0,16.0,10.0,10.0,5.0,11.0,4.0,11.0,12.0,,11.88888889,78.0,20.0,10.0
1105,22,5.0,15.0,5.0,15.0,10.0,6.0,5.0,13.0,14.0,11.0,,,11.88888889,78.0,20.0,10.0
1105,23,7.0,15.0,4.0,15.0,9.0,7.0,4.0,15.0,7.0,9.0,13.0,,11.88888889,78.0,17.0,7.0
1106,0,18.0,63.0,18.0,30.0,35.0,18.0,59.0,60.0,63.0,33.0,38.0,21.0,34.77777778,64.0,59.0,33.0
1106,1,65.0,65.0,16.0,32.0,33.0,16.0,64.0,65.0,65.0,38.0,42.0,27.0,34.77777778,64.0,64.0,33.0
1106,2,19.0,68.0,19.0,34.0,31.0,19.0,63.0,64.0,68.0,40.0,43.0,30.0,34.77777778,64.0,63.0,34.0
1106,3,43.0,69.0,20.0,35.0,31.0,20.0,63.0,61.0,69.0,43.0,43.0,34.0,34.77777778,64.0,61.0,35.0
1106,4,23.0,69.0,23.0,35.0,29.0,23.0,63.0,60.0,69.0,44.0,47.0,33.0,34.77777778,64.0,60.0,35.0
1106,5,21.0,67.0,21.0,35.0,27.0,21.0,61.0,59.0,67.0,43.0,48.0,34.0,34.77777778,64.0,59.0,35.0
1106,6,21.0,66.0,21.0,36.0,27.0,21.0,61.0,60.0,66.0,46.0,50.0,34.0,34.77777778,64.0,60.0,36.0
1106,7,22.0,63.0,22.0,36.0,27.0,22.0,61.0,58.0,63.0,45.0,48.0,34.0,34.77777778,64.0,58.0,36.0
1106,8,43.0,64.0,19.0,33.0,26.0,19.0,45.0,56.0,64.0,43.0,43.0,32.0,34.77777778,64.0,45.0,33.0
1106,9,31.0,53.0,18.0,31.0,21.0,18.0,34.0,53.0,44.0,41.0,38.0,31.0,34.77777778,64.0,41.0,31.0
1106,10,37.0,48.0,16.0,16.0,19.0,20.0,37.0,48.0,37.0,43.0,33.0,29.0,34.77777778,64.0,39.0,29.0
1106,11,11.0,46.0,11.0,11.0,11.0,15.0,38.0,46.0,35.0,42.0,32.0,26.0,34.77777778,64.0,38.0,26.0
1106,12,12.0,45.0,8.0,12.0,8.0,12.0,29.0,45.0,32.0,42.0,31.0,21.0,34.77777778,64.0,32.0,21.0
1106,13,4.0,48.0,4.0,8.0,4.0,13.0,24.0,48.0,30.0,47.0,31.0,21.0,34.77777778,64.0,31.0,21.0
1106,14,27.0,51.0,7.0,7.0,9.0,24.0,51.0,34.0,27.0,27.0,23.0,,34.77777778,64.0,34.0,23.0
1106,15,23.0,34.0,14.0,15.0,14.0,31.0,34.0,30.0,23.0,23.0,24.0,,34.77777778,64.0,33.0,23.0
1106,16,6.0,32.0,6.0,9.0,6.0,16.0,29.0,30.0,32.0,24.0,15.0,10.0,34.77777778,64.0,29.0,15.0
1106,17,5.0,39.0,5.0,9.0,5.0,18.0,39.0,26.0,32.0,30.0,12.0,5.0,34.77777778,64.0,30.0,12.0
1106,18,3.0,41.0,3.0,5.0,3.0,22.0,41.0,26.0,29.0,34.0,21.0,7.0,34.77777778,64.0,31.0,21.0
1106,19,5.0,41.0,5.0,7.0,11.0,20.0,41.0,23.0,27.0,38.0,18.0,5.0,34.77777778,64.0,28.0,18.0
1106,20,5.0,37.0,5.0,11.0,6.0,21.0,37.0,20.0,24.0,33.0,5.0,10.0,34.77777778,64.0,24.0,11.0
1106,21,6.0,41.0,5.0,10.0,6.0,21.0,41.0,23.0,22.0,39.0,5.0,6.0,34.77777778,64.0,23.0,10.0
1106,22,9.0,44.0,9.0,12.0,11.0,20.0,44.0,23.0,29.0,39.0,9.0,10.0,34.77777778,64.0,29.0,12.0
1106,23,18.0,52.0,11.0,11.0,16.0,18.0,52.0,26.0,25.0,48.0,18.0,18.0,34.77777778,64.0,28.0,18.0
1108,0,4.0,47.0,4.0,32.0,22.0,4.0,14.0,6.0,20.0,35.0,47.0,16.0,26.22222222,66.0,32.0,16.0
1108,1,21.0,48.0,4.0,33.0,26.0,4.0,20.0,9.0,21.0,38.0,48.0,21.0,26.22222222,66.0,33.0,21.0
1108,2,5.0,47.0,5.0,31.0,30.0,5.0,24.0,8.0,22.0,40.0,47.0,21.0,26.22222222,66.0,32.0,22.0
1108,3,4.0,50.0,4.0,26.0,29.0,4.0,24.0,8.0,25.0,39.0,50.0,23.0,26.22222222,66.0,34.0,24.0
1108,4,24.0,49.0,5.0,28.0,29.0,5.0,22.0,6.0,24.0,40.0,49.0,24.0,26.22222222,66.0,34.0,24.0
1108,5,23.0,52.0,5.0,27.0,33.0,6.0,23.0,5.0,29.0,39.0,52.0,23.0,26.22222222,66.0,33.0,23.0
1108,6,5.0,52.0,5.0,29.0,33.0,6.0,25.0,5.0,30.0,40.0,52.0,23.0,26.22222222,66.0,35.0,25.0
1108,7,29.0,50.0,5.0,29.0,34.0,6.0,26.0,5.0,29.0,43.0,50.0,24.0,26.22222222,66.0,36.0,26.0
1108,8,30.0,52.0,6.0,30.0,34.0,7.0,28.0,6.0,30.0,42.0,52.0,26.0,26.22222222,66.0,38.0,28.0
1108,9,6.0,41.0,6.0,29.0,32.0,7.0,27.0,6.0,30.0,39.0,41.0,23.0,26.22222222,66.0,37.0,27.0
1108,10,4.0,42.0,4.0,32.0,17.0,8.0,14.0,4.0,31.0,42.0,23.0,27.0,26.22222222,66.0,31.0,17.0
1108,11,6.0,31.0,6.0,31.0,12.0,8.0,14.0,6.0,29.0,27.0,18.0,28.0,26.22222222,66.0,28.0,14.0
1108,12,5.0,33.0,5.0,31.0,10.0,11.0,12.0,5.0,29.0,33.0,20.0,26.0,26.22222222,66.0,29.0,12.0
1108,13,28.0,29.0,3.0,28.0,9.0,11.0,15.0,3.0,29.0,28.0,22.0,26.0,26.22222222,66.0,28.0,15.0
1108,14,3.0,28.0,3.0,28.0,4.0,10.0,11.0,3.0,25.0,26.0,17.0,20.0,26.22222222,66.0,25.0,11.0
1108,15,27.0,27.0,5.0,27.0,5.0,7.0,27.0,25.0,15.0,21.0,,,26.22222222,66.0,27.0,15.0
1108,16,22.0,27.0,3.0,22.0,3.0,4.0,15.0,27.0,19.0,16.0,22.0,,26.22222222,66.0,25.0,15.0
1108,17,18.0,26.0,3.0,16.0,3.0,8.0,6.0,26.0,18.0,15.0,18.0,,26.22222222,66.0,18.0,8.0
1108,18,4.0,29.0,3.0,11.0,3.0,4.0,4.0,7.0,29.0,17.0,12.0,18.0,26.22222222,66.0,17.0,7.0
1108,19,3.0,31.0,3.0,11.0,3.0,4.0,3.0,10.0,31.0,20.0,16.0,13.0,26.22222222,66.0,20.0,10.0
1108,20,4.0,30.0,4.0,12.0,4.0,4.0,7.0,30.0,14.0,7.0,20.0,,26.22222222,66.0,20.0,7.0
1108,21,10.0,33.0,10.0,11.0,10.0,11.0,33.0,19.0,10.0,13.0,,,26.22222222,66.0,21.0,11.0
1108,22,7.0,31.0,7.0,13.0,9.0,8.0,31.0,19.0,7.0,14.0,,,26.22222222,66.0,19.0,9.0
1108,23,9.0,34.0,4.0,13.0,9.0,4.0,10.0,34.0,22.0,9.0,18.0,,26.22222222,66.0,22.0,9.0
1109,0,4.0,27.0,4.0,4.0,10.0,15.0,23.0,25.0,27.0,5.0,,,18.11111111,72.0,25.0,10.0
1109,1,5.0,29.0,5.0,7.0,9.0,14.0,23.0,22.0,29.0,5.0,,,18.11111111,72.0,23.0,9.0
1109,2,8.0,31.0,3.0,8.0,3.0,8.0,16.0,24.0,20.0,31.0,6.0,,18.11111111,72.0,24.0,8.0
1109,3,4.0,32.0,4.0,9.0,4.0,8.0,14.0,25.0,22.0,32.0,6.0,,18.11111111,72.0,25.0,8.0
1109,4,6.0,33.0,3.0,6.0,4.0,3.0,9.0,16.0,25.0,21.0,33.0,6.0,18.11111111,72.0,25.0,6.0
1109,5,24.0,33.0,3.0,9.0,4.0,3.0,12.0,15.0,24.0,24.0,33.0,6.0,18.11111111,72.0,24.0,6.0
1109,6,4.0,32.0,4.0,8.0,4.0,4.0,9.0,16.0,24.0,24.0,32.0,6.0,18.11111111,72.0,24.0,6.0
1109,7,3.0,31.0,3.0,8.0,3.0,9.0,16.0,22.0,23.0,31.0,6.0,,18.11111111,72.0,23.0,8.0
1109,8,4.0,22.0,4.0,7.0,4.0,8.0,15.0,22.0,22.0,16.0,4.0,,18.11111111,72.0,22.0,7.0
1109,9,6.0,23.0,3.0,9.0,3.0,6.0,6.0,14.0,23.0,5.0,16.0,8.0,18.11111111,72.0,16.0,6.0
1109,10,9.0,21.0,4.0,9.0,5.0,9.0,4.0,16.0,21.0,8.0,19.0,13.0,18.11111111,72.0,19.0,8.0
1109,11,5.0,15.0,4.0,7.0,5.0,4.0,15.0,15.0,8.0,5.0,9.0,,18.11111111,72.0,15.0,5.0
1109,12,5.0,15.0,5.0,9.0,5.0,6.0,15.0,15.0,5.0,8.0,11.0,,18.11111111,72.0,16.0,6.0
1109,13,3.0,13.0,3.0,8.0,5.0,3.0,9.0,13.0,3.0,3.0,7.0,,18.11111111,72.0,15.0,5.0
1109,14,7.0,12.0,6.0,7.0,7.0,12.0,6.0,7.0,,,,,18.11111111,72.0,17.0,7.0
1109,15,5.0,12.0,3.0,3.0,5.0,12.0,4.0,5.0,,,,,18.11111111,72.0,15.0,5.0
1109,16,3.0,12.0,3.0,3.0,11.0,12.0,3.0,,,,,,18.11111111,72.0,15.0,5.0
1109,17,3.0,12.0,3.0,12.0,3.0,9.0,,,,,,,18.11111111,72.0,19.0,9.0
1109,18,3.0,11.0,3.0,3.0,11.0,5.0,,,,,,,18.11111111,72.0,15.0,5.0
1109,19,3.0,11.0,3.0,3.0,11.0,5.0,6.0,3.0,,,,,18.11111111,72.0,15.0,5.0
1109,20,7.0,12.0,4.0,7.0,7.0,12.0,5.0,4.0,6.0,,,,18.11111111,72.0,16.0,6.0
1109,21,3.0,13.0,3.0,3.0,12.0,8.0,13.0,9.0,,,,,18.11111111,72.0,18.0,8.0
1109,22,3.0,13.0,3.0,3.0,3.0,9.0,11.0,13.0,12.0,4.0,4.0,,18.11111111,72.0,15.0,5.0
1109,23,7.0,17.0,7.0,8.0,12.0,12.0,17.0,13.0,7.0,7.0,,,18.11111111,72.0,18.0,8.0
1111,0,5.0,43.0,5.0,9.0,43.0,41.0,23.0,31.0,32.0,19.0,15.0,5.0,20.88888889,70.0,41.0,15.0
1111,1,8.0,44.0,8.0,8.0,44.0,40.0,23.0,31.0,29.0,22.0,16.0,,20.88888889,70.0,40.0,22.0
1111,2,3.0,46.0,3.0,8.0,46.0,40.0,25.0,32.0,26.0,22.0,15.0,3.0,20.88888889,70.0,40.0,15.0
1111,3,9.0,48.0,9.0,9.0,48.0,43.0,28.0,32.0,26.0,21.0,14.0,,20.88888889,70.0,43.0,21.0
1111,4,12.0,49.0,12.0,12.0,49.0,44.0,28.0,32.0,25.0,19.0,14.0,,20.88888889,70.0,44.0,19.0
1111,5,12.0,49.0,12.0,12.0,49.0,44.0,28.0,34.0,25.0,19.0,14.0,,20.88888889,70.0,44.0,19.0
1111,6,11.0,49.0,11.0,11.0,49.0,44.0,28.0,35.0,25.0,18.0,14.0,,20.88888889,70.0,44.0,18.0
1111,7,10.0,46.0,10.0,10.0,46.0,43.0,29.0,35.0,25.0,19.0,13.0,,20.88888889,70.0,43.0,19.0
1111,8,3.0,46.0,3.0,10.0,46.0,43.0,30.0,34.0,23.0,17.0,13.0,3.0,20.88888889,70.0,43.0,13.0
1111,9,8.0,44.0,8.0,9.0,41.0,44.0,28.0,36.0,21.0,14.0,8.0,,20.88888889,70.0,41.0,14.0
1111,10,28.0,40.0,4.0,9.0,40.0,38.0,28.0,28.0,21.0,12.0,4.0,,20.88888889,70.0,38.0,12.0
1111,11,4.0,40.0,4.0,4.0,40.0,37.0,22.0,30.0,24.0,11.0,4.0,,20.88888889,70.0,37.0,11.0
1111,12,7.0,36.0,7.0,7.0,36.0,34.0,18.0,28.0,21.0,11.0,,,20.88888889,70.0,34.0,18.0
1111,13,4.0,36.0,4.0,6.0,36.0,32.0,19.0,27.0,16.0,11.0,4.0,,20.88888889,70.0,32.0,11.0
1111,14,3.0,33.0,3.0,5.0,33.0,28.0,20.0,26.0,11.0,6.0,3.0,,20.88888889,70.0,28.0,6.0
1111,15,5.0,30.0,5.0,11.0,30.0,27.0,17.0,29.0,13.0,5.0,5.0,,20.88888889,70.0,29.0,11.0
1111,16,5.0,31.0,5.0,5.0,31.0,26.0,16.0,21.0,15.0,10.0,11.0,,20.88888889,70.0,26.0,11.0
1111,17,9.0,34.0,9.0,9.0,34.0,21.0,28.0,22.0,10.0,10.0,9.0,,20.88888889,70.0,28.0,10.0
1111,18,3.0,36.0,3.0,6.0,36.0,22.0,26.0,16.0,8.0,17.0,4.0,3.0,20.88888889,70.0,26.0,6.0
1111,19,4.0,42.0,4.0,5.0,42.0,21.0,27.0,20.0,10.0,8.0,6.0,4.0,20.88888889,70.0,27.0,6.0
1111,20,5.0,44.0,5.0,5.0,44.0,21.0,30.0,28.0,12.0,15.0,5.0,,20.88888889,70.0,30.0,12.0
1111,21,7.0,42.0,7.0,42.0,19.0,28.0,24.0,14.0,7.0,,,,20.88888889,70.0,29.0,19.0
1111,22,21.0,38.0,4.0,4.0,38.0,21.0,30.0,21.0,15.0,14.0,5.0,9.0,20.88888889,70.0,30.0,9.0
1111,23,4.0,39.0,4.0,9.0,39.0,21.0,29.0,25.0,12.0,20.0,4.0,5.0,20.88888889,70.0,29.0,9.0
1112,0,7.0,45.0,7.0,9.0,45.0,41.0,40.0,16.0,31.0,23.0,8.0,7.0,27.11111111,66.0,40.0,16.0
1112,1,5.0,43.0,5.0,5.0,43.0,35.0,37.0,6.0,17.0,15.0,9.0,8.0,27.11111111,66.0,35.0,9.0
1112,2,3.0,40.0,3.0,3.0,40.0,27.0,39.0,4.0,13.0,21.0,7.0,8.0,27.11111111,66.0,27.0,8.0
1112,3,4.0,34.0,4.0,32.0,22.0,34.0,15.0,19.0,8.0,4.0,,,27.11111111,66.0,32.0,15.0
1112,4,3.0,36.0,3.0,31.0,25.0,36.0,3.0,11.0,15.0,3.0,,,27.11111111,66.0,31.0,11.0
1112,5,3.0,35.0,3.0,3.0,29.0,26.0,35.0,3.0,7.0,15.0,3.0,,27.11111111,66.0,29.0,5.0
1112,6,3.0,35.0,3.0,3.0,29.0,26.0,35.0,3.0,7.0,14.0,4.0,,27.11111111,66.0,29.0,5.0
1112,7,4.0,37.0,4.0,6.0,26.0,24.0,37.0,4.0,12.0,4.0,,,27.11111111,66.0,26.0,6.0
1112,8,3.0,40.0,3.0,7.0,25.0,26.0,40.0,3.0,6.0,13.0,4.0,,27.11111111,66.0,26.0,6.0
