대여소번호,시간대,mode,max,min,수량1,수량2,수량3,수량4,수량5,수량6,수량7,수량8,수량9
1152,23,24,33,3,15,10.0,33.0,24.0,28.0,28.0,32.0,3.0,24.0
1153,0,5,5,5,5,,,,,,,,
1153,4,5,5,5,5,,,,,,,,
1153,5,4,4,4,4,,,,,,,,
1153,6,3,5,3,5,3.0,,,,,,,
1153,7,6,7,3,6,6.0,7.0,3.0,,,,,
1153,8,5,8,5,8,5.0,7.0,6.0,,,,,
1153,9,3,18,3,4,3.0,12.0,11.0,14.0,18.0,6.0,,
1153,10,5,29,5,5,13.0,20.0,21.0,11.0,14.0,12.0,29.0,10.0
1153,11,11,39,11,11,22.0,26.0,23.0,16.0,24.0,13.0,39.0,14.0
1153,12,35,54,11,19,35.0,39.0,35.0,11.0,37.0,25.0,54.0,15.0
1153,13,20,68,20,40,49.0,51.0,20.0,27.0,38.0,28.0,68.0,26.0
1153,14,12,73,12,35,47.0,45.0,12.0,19.0,30.0,32.0,73.0,21.0
1153,15,8,74,8,27,31.0,36.0,8.0,11.0,30.0,26.0,74.0,29.0
1153,16,41,63,3,30,41.0,37.0,3.0,4.0,39.0,36.0,63.0,41.0
1153,17,35,69,15,33,24.0,35.0,15.0,27.0,35.0,69.0,37.0,
1153,18,7,61,7,37,7.0,48.0,25.0,11.0,30.0,36.0,61.0,29.0
1153,19,13,65,13,16,13.0,51.0,37.0,25.0,22.0,43.0,65.0,46.0
1153,20,47,57,5,5,15.0,50.0,31.0,11.0,30.0,47.0,47.0,57.0
1153,21,8,49,8,19,42.0,21.0,8.0,36.0,43.0,49.0,41.0,
1153,22,9,43,9,9,43.0,11.0,28.0,26.0,37.0,23.0,,
1153,23,3,34,3,6,34.0,5.0,11.0,9.0,16.0,3.0,,
1155,0,18,26,8,13,26.0,18.0,8.0,16.0,10.0,18.0,11.0,18.0
1155,1,13,30,12,13,30.0,19.0,12.0,16.0,13.0,22.0,15.0,20.0
1155,2,13,31,13,13,31.0,19.0,13.0,16.0,15.0,24.0,16.0,22.0
1155,3,15,32,13,13,32.0,21.0,15.0,16.0,15.0,24.0,16.0,23.0
1155,4,16,33,13,13,33.0,20.0,15.0,16.0,16.0,24.0,16.0,23.0
1155,5,16,33,15,15,33.0,21.0,16.0,17.0,16.0,26.0,16.0,23.0
1155,6,16,32,14,15,32.0,21.0,14.0,17.0,16.0,29.0,16.0,25.0
1155,7,15,32,11,15,32.0,20.0,11.0,15.0,16.0,27.0,14.0,26.0
1155,8,11,30,11,13,30.0,21.0,11.0,16.0,14.0,26.0,11.0,25.0
1155,9,7,27,7,13,27.0,20.0,9.0,15.0,14.0,25.0,7.0,22.0
1155,10,5,28,5,13,24.0,22.0,7.0,17.0,14.0,21.0,5.0,28.0
1155,11,14,27,4,12,25.0,23.0,4.0,14.0,14.0,22.0,10.0,27.0
1155,12,23,25,4,11,25.0,23.0,4.0,10.0,13.0,23.0,7.0,21.0
1155,13,10,25,6,10,24.0,25.0,10.0,13.0,16.0,6.0,15.0,
1155,14,8,24,3,10,10.0,24.0,3.0,8.0,11.0,17.0,8.0,17.0
1155,15,10,21,7,8,7.0,21.0,10.0,10.0,19.0,11.0,12.0,
1155,16,4,18,4,6,5.0,18.0,7.0,15.0,12.0,14.0,8.0,4.0
1155,17,3,19,3,5,3.0,17.0,13.0,19.0,14.0,14.0,3.0,6.0
1155,18,4,26,4,6,4.0,26.0,11.0,15.0,10.0,6.0,4.0,7.0
1155,19,5,28,5,5,10.0,28.0,14.0,15.0,13.0,5.0,10.0,6.0
1155,20,5,27,5,5,11.0,27.0,11.0,10.0,8.0,12.0,5.0,
1155,21,9,27,4,4,14.0,27.0,13.0,14.0,9.0,9.0,9.0,10.0
1155,22,6,27,6,7,18.0,27.0,9.0,17.0,10.0,6.0,14.0,20.0
1155,23,14,27,8,8,13.0,27.0,14.0,22.0,14.0,11.0,16.0,23.0
1157,0,50,69,21,30,45.0,57.0,50.0,34.0,69.0,21.0,44.0,50.0
1157,1,51,70,26,34,42.0,59.0,51.0,38.0,70.0,26.0,45.0,51.0
1157,2,29,74,29,39,44.0,63.0,52.0,40.0,74.0,29.0,49.0,50.0
1157,3,51,72,29,40,47.0,69.0,51.0,42.0,72.0,29.0,46.0,51.0
1157,4,46,76,26,42,46.0,63.0,54.0,46.0,76.0,26.0,47.0,50.0
1157,5,27,75,27,43,48.0,65.0,57.0,46.0,75.0,27.0,47.0,52.0
1157,6,27,75,27,44,49.0,66.0,56.0,46.0,75.0,27.0,47.0,53.0
1157,7,27,77,27,44,53.0,63.0,58.0,47.0,77.0,27.0,46.0,54.0
1157,8,22,57,22,29,36.0,53.0,54.0,34.0,57.0,27.0,32.0,22.0
1157,9,5,42,5,15,14.0,22.0,42.0,23.0,9.0,27.0,11.0,5.0
1157,10,13,46,8,14,13.0,13.0,46.0,13.0,10.0,29.0,10.0,8.0
1157,11,15,46,7,15,15.0,15.0,46.0,11.0,7.0,27.0,8.0,9.0
1157,12,17,48,4,16,17.0,17.0,48.0,9.0,4.0,26.0,6.0,8.0
1157,13,6,45,3,15,18.0,13.0,45.0,6.0,3.0,22.0,9.0,6.0
1157,14,12,30,8,13,20.0,12.0,30.0,12.0,21.0,8.0,,
1157,15,3,28,3,12,15.0,10.0,28.0,6.0,3.0,20.0,11.0,4.0
1157,16,5,26,5,9,19.0,10.0,26.0,5.0,14.0,12.0,7.0,
1157,17,9,23,7,9,23.0,9.0,21.0,8.0,7.0,18.0,9.0,11.0
1157,18,13,27,9,18,27.0,10.0,17.0,9.0,13.0,13.0,14.0,
1157,19,24,24,5,24,24.0,12.0,5.0,8.0,6.0,14.0,16.0,15.0
1157,20,14,31,9,11,31.0,12.0,9.0,14.0,17.0,14.0,23.0,16.0
1157,21,13,34,5,13,34.0,13.0,12.0,15.0,5.0,23.0,29.0,21.0
1157,22,23,38,10,21,38.0,12.0,26.0,23.0,10.0,31.0,31.0,23.0
1157,23,10,54,10,17,54.0,14.0,27.0,24.0,10.0,31.0,41.0,22.0
1158,0,15,45,15,23,39.0,45.0,17.0,15.0,40.0,,,
1158,1,36,42,5,23,36.0,36.0,5.0,42.0,,,,
1158,2,12,47,12,24,39.0,33.0,12.0,47.0,,,,
1158,3,3,42,3,24,41.0,36.0,3.0,42.0,,,,
1158,4,4,46,4,24,41.0,34.0,4.0,46.0,,,,
1158,5,3,46,3,22,3.0,37.0,35.0,8.0,46.0,,,
1158,6,3,45,3,24,4.0,3.0,40.0,38.0,8.0,45.0,,
1158,7,3,42,3,24,4.0,39.0,3.0,38.0,7.0,42.0,,
1158,8,9,48,5,27,14.0,8.0,41.0,9.0,39.0,9.0,5.0,48.0
1158,9,11,51,11,29,27.0,11.0,47.0,12.0,46.0,14.0,21.0,51.0
1158,10,13,65,13,37,35.0,13.0,59.0,23.0,61.0,18.0,34.0,65.0
1158,11,19,78,19,43,44.0,20.0,50.0,30.0,78.0,19.0,42.0,63.0
1158,12,23,89,23,38,53.0,26.0,55.0,31.0,89.0,23.0,49.0,73.0
1158,13,19,100,19,47,56.0,19.0,57.0,32.0,100.0,37.0,69.0,73.0
1158,14,24,79,24,49,63.0,24.0,40.0,31.0,79.0,35.0,73.0,61.0
1158,15,28,82,28,47,54.0,28.0,53.0,32.0,82.0,45.0,80.0,64.0
1158,16,27,76,27,42,48.0,30.0,49.0,27.0,63.0,47.0,76.0,52.0
1158,17,33,68,26,53,26.0,33.0,49.0,33.0,68.0,57.0,60.0,45.0
1158,18,29,62,29,48,39.0,29.0,44.0,37.0,62.0,42.0,60.0,46.0
1158,19,30,62,18,30,34.0,30.0,18.0,41.0,51.0,42.0,62.0,43.0
1158,20,28,62,12,13,32.0,28.0,12.0,28.0,39.0,44.0,62.0,43.0
1158,21,28,51,8,15,8.0,28.0,20.0,26.0,28.0,49.0,51.0,33.0
1158,22,5,53,5,5,14.0,25.0,9.0,27.0,20.0,45.0,53.0,33.0
1158,23,4,42,4,4,24.0,7.0,20.0,13.0,40.0,42.0,25.0,
1159,0,7,15,5,15,7.0,14.0,7.0,8.0,15.0,11.0,5.0,
1159,1,12,19,4,19,6.0,13.0,10.0,12.0,13.0,12.0,4.0,
1159,2,3,19,3,19,8.0,10.0,11.0,14.0,13.0,15.0,3.0,
1159,3,7,19,7,19,7.0,10.0,12.0,11.0,16.0,13.0,,
1159,4,8,18,4,18,11.0,8.0,8.0,16.0,15.0,14.0,4.0,
1159,5,15,18,3,18,8.0,10.0,9.0,15.0,16.0,15.0,3.0,
1159,6,11,17,4,17,11.0,11.0,10.0,12.0,15.0,13.0,4.0,
1159,7,9,18,3,17,9.0,9.0,9.0,15.0,18.0,14.0,3.0,
1159,8,13,17,4,17,9.0,12.0,13.0,16.0,14.0,13.0,4.0,
1159,9,9,23,9,23,9.0,10.0,13.0,16.0,14.0,11.0,,
1159,10,12,20,3,20,8.0,12.0,12.0,14.0,17.0,14.0,3.0,
1159,11,11,20,11,20,11.0,11.0,15.0,15.0,19.0,14.0,,
1159,12,15,24,6,17,11.0,12.0,13.0,15.0,24.0,15.0,6.0,
1159,13,4,25,4,17,10.0,9.0,13.0,16.0,25.0,15.0,4.0,
1159,14,6,25,6,16,9.0,6.0,13.0,19.0,25.0,14.0,,
1159,15,13,19,10,16,10.0,13.0,13.0,17.0,19.0,13.0,,
1159,16,13,18,10,17,11.0,10.0,13.0,16.0,18.0,13.0,,
1159,17,18,18,9,17,10.0,9.0,14.0,18.0,18.0,16.0,,
1159,18,15,21,8,21,13.0,8.0,12.0,15.0,18.0,15.0,,
1159,19,13,19,4,17,13.0,11.0,13.0,17.0,18.0,19.0,4.0,
1159,20,12,18,4,16,12.0,8.0,12.0,16.0,18.0,18.0,4.0,
1159,21,15,16,3,15,13.0,11.0,13.0,16.0,15.0,15.0,3.0,
1159,22,8,18,8,17,13.0,8.0,11.0,15.0,12.0,18.0,,
1159,23,17,17,9,17,13.0,10.0,11.0,15.0,9.0,17.0,,
1160,0,44,44,9,15,31.0,26.0,9.0,23.0,44.0,42.0,44.0,32.0
1160,1,18,48,18,18,38.0,34.0,18.0,22.0,41.0,45.0,48.0,32.0
1160,2,17,48,17,25,32.0,35.0,17.0,21.0,41.0,42.0,48.0,37.0
1160,3,34,52,19,26,37.0,34.0,19.0,21.0,38.0,44.0,52.0,34.0
1160,4,35,51,15,26,35.0,31.0,15.0,22.0,39.0,42.0,51.0,35.0
1160,5,36,47,14,25,37.0,31.0,14.0,24.0,36.0,42.0,47.0,36.0
1160,6,16,43,16,28,39.0,31.0,16.0,25.0,35.0,42.0,43.0,34.0
1160,7,38,44,11,28,38.0,32.0,11.0,25.0,38.0,42.0,44.0,34.0
1160,8,15,50,15,26,38.0,28.0,15.0,25.0,39.0,47.0,50.0,36.0
1160,9,30,56,14,30,38.0,30.0,14.0,27.0,34.0,49.0,56.0,37.0
1160,10,53,53,18,28,41.0,34.0,18.0,23.0,33.0,53.0,53.0,37.0
1160,11,26,52,12,26,38.0,23.0,26.0,12.0,42.0,52.0,50.0,29.0
1160,12,30,61,16,30,39.0,24.0,26.0,16.0,44.0,61.0,30.0,23.0
1160,13,25,56,23,25,42.0,25.0,23.0,25.0,44.0,56.0,34.0,31.0
1160,14,27,57,16,31,39.0,16.0,27.0,27.0,43.0,57.0,37.0,26.0
1160,15,49,53,10,19,53.0,10.0,31.0,22.0,49.0,49.0,28.0,25.0
1160,16,24,54,9,17,50.0,9.0,24.0,18.0,34.0,54.0,22.0,24.0
1160,17,6,50,6,22,40.0,6.0,27.0,9.0,49.0,50.0,31.0,26.0
1160,18,21,47,12,18,41.0,13.0,22.0,12.0,32.0,47.0,21.0,21.0
1160,19,8,39,8,13,39.0,8.0,30.0,8.0,29.0,38.0,23.0,12.0
1160,20,8,37,8,20,35.0,10.0,30.0,8.0,37.0,36.0,11.0,9.0
1160,21,33,33,4,18,29.0,9.0,25.0,4.0,33.0,33.0,10.0,13.0
1160,22,3,43,3,12,31.0,7.0,21.0,3.0,43.0,30.0,16.0,15.0
1160,23,9,43,8,9,28.0,8.0,19.0,10.0,43.0,23.0,24.0,9.0
1161,0,7,12,7,12,10.0,9.0,7.0,,,,,
1161,1,9,15,7,15,9.0,9.0,7.0,,,,,
1161,2,8,14,8,14,10.0,9.0,8.0,,,,,
1161,3,8,14,8,14,10.0,9.0,8.0,,,,,
1161,4,9,14,8,14,9.0,9.0,8.0,,,,,
1161,5,9,14,8,14,9.0,9.0,8.0,,,,,
1161,6,8,14,8,14,11.0,9.0,8.0,,,,,
1161,7,8,15,8,15,12.0,8.0,8.0,,,,,
1161,8,7,15,7,15,11.0,8.0,7.0,,,,,
1161,9,8,15,8,9,11.0,15.0,11.0,8.0,8.0,,,
1161,10,8,25,8,25,12.0,15.0,11.0,8.0,9.0,,,
1161,11,7,25,7,25,12.0,15.0,11.0,7.0,9.0,,,
1161,12,12,26,7,26,12.0,15.0,12.0,10.0,7.0,,,
1161,13,7,26,7,26,13.0,14.0,12.0,10.0,7.0,,,
1161,14,12,26,7,26,12.0,14.0,12.0,11.0,14.0,7.0,,
1161,15,7,26,7,26,13.0,14.0,12.0,11.0,16.0,7.0,9.0,
1161,16,13,24,7,24,13.0,14.0,12.0,10.0,13.0,7.0,8.0,
1161,17,7,24,7,24,13.0,14.0,10.0,10.0,14.0,7.0,7.0,
1161,18,14,22,4,22,13.0,14.0,8.0,12.0,14.0,6.0,4.0,
1161,19,13,22,4,22,12.0,13.0,8.0,13.0,13.0,5.0,4.0,
1161,20,12,24,4,24,12.0,13.0,9.0,12.0,13.0,4.0,5.0,
1161,21,11,25,5,25,11.0,13.0,9.0,11.0,13.0,5.0,,
1161,22,11,22,6,22,11.0,13.0,10.0,11.0,13.0,6.0,,
1161,23,12,21,6,21,12.0,13.0,10.0,11.0,12.0,6.0,,
1162,0,41,51,30,36,49.0,41.0,49.0,44.0,41.0,43.0,51.0,30.0
1162,1,45,50,35,37,49.0,46.0,50.0,44.0,45.0,45.0,48.0,35.0
1162,2,45,54,38,38,50.0,45.0,54.0,45.0,46.0,45.0,49.0,38.0
1162,3,45,54,38,38,53.0,45.0,54.0,45.0,46.0,48.0,50.0,39.0
1162,4,38,54,38,38,53.0,44.0,54.0,46.0,45.0,48.0,51.0,39.0
1162,5,38,56,38,40,56.0,46.0,53.0,47.0,44.0,50.0,52.0,38.0
1162,6,54,54,38,38,54.0,44.0,54.0,47.0,45.0,48.0,50.0,39.0
1162,7,46,53,37,37,53.0,41.0,49.0,46.0,42.0,46.0,52.0,38.0
1162,8,41,50,34,34,50.0,41.0,42.0,41.0,35.0,44.0,48.0,37.0
1162,9,39,45,29,29,45.0,40.0,39.0,42.0,33.0,41.0,39.0,34.0
1162,10,28,41,24,28,39.0,37.0,35.0,41.0,24.0,41.0,31.0,28.0
1162,11,31,38,18,26,31.0,31.0,34.0,38.0,22.0,37.0,28.0,18.0
1162,12,25,35,13,29,29.0,25.0,27.0,35.0,24.0,33.0,25.0,13.0
1162,13,21,31,10,23,21.0,17.0,22.0,26.0,21.0,31.0,20.0,10.0
1162,14,22,29,4,23,21.0,16.0,22.0,22.0,17.0,29.0,15.0,4.0
1162,15,14,27,4,18,14.0,16.0,17.0,19.0,14.0,27.0,11.0,4.0
1162,16,10,26,10,21,19.0,16.0,12.0,24.0,10.0,26.0,15.0,
1162,17,16,27,7,21,20.0,17.0,16.0,27.0,9.0,22.0,16.0,7.0
1162,18,24,24,4,24,24.0,21.0,15.0,24.0,8.0,19.0,13.0,4.0
1162,19,25,36,8,33,25.0,25.0,19.0,36.0,12.0,26.0,9.0,8.0
1162,20,7,39,7,37,22.0,29.0,25.0,39.0,16.0,31.0,12.0,7.0
1162,21,32,40,14,40,32.0,32.0,33.0,35.0,24.0,26.0,14.0,17.0
1162,22,18,44,18,40,34.0,33.0,36.0,44.0,26.0,28.0,18.0,18.0
1162,23,26,47,26,40,37.0,34.0,44.0,47.0,34.0,32.0,26.0,26.0
1163,0,43,55,15,18,33.0,15.0,55.0,43.0,45.0,25.0,53.0,43.0
1163,1,47,57,18,20,34.0,18.0,57.0,47.0,47.0,25.0,57.0,43.0
1163,2,20,57,20,20,32.0,20.0,57.0,47.0,47.0,26.0,57.0,42.0
1163,3,48,59,19,20,34.0,19.0,59.0,48.0,48.0,33.0,56.0,42.0
1163,4,19,60,19,19,33.0,20.0,60.0,49.0,48.0,32.0,55.0,44.0
1163,5,21,60,21,21,34.0,22.0,60.0,51.0,47.0,32.0,55.0,44.0
1163,6,21,60,21,21,34.0,23.0,60.0,53.0,50.0,32.0,58.0,45.0
1163,7,21,68,21,21,42.0,23.0,56.0,51.0,60.0,31.0,68.0,45.0
1163,8,21,68,21,24,26.0,21.0,54.0,51.0,60.0,34.0,68.0,46.0
1163,9,16,70,16,35,36.0,16.0,39.0,48.0,66.0,44.0,70.0,42.0
1163,10,44,64,12,35,30.0,12.0,36.0,43.0,64.0,44.0,44.0,39.0
1163,11,11,64,11,26,30.0,11.0,32.0,39.0,64.0,42.0,29.0,36.0
1163,12,13,61,13,25,20.0,13.0,31.0,42.0,61.0,40.0,32.0,34.0
1163,13,32,61,12,32,22.0,12.0,27.0,47.0,61.0,38.0,36.0,32.0
1163,14,12,63,12,22,20.0,12.0,28.0,43.0,63.0,32.0,38.0,31.0
1163,15,15,65,15,23,15.0,16.0,25.0,45.0,65.0,33.0,42.0,30.0
1163,16,13,68,13,24,13.0,17.0,26.0,46.0,68.0,30.0,41.0,33.0
1163,17,42,74,11,18,11.0,17.0,25.0,42.0,74.0,40.0,42.0,33.0
1163,18,42,76,15,16,17.0,15.0,23.0,42.0,76.0,42.0,34.0,35.0
1163,19,11,79,11,11,19.0,18.0,29.0,37.0,79.0,38.0,35.0,30.0
1163,20,16,70,16,16,19.0,18.0,38.0,32.0,70.0,36.0,45.0,39.0
1163,21,12,43,12,17,12.0,21.0,41.0,35.0,29.0,33.0,43.0,38.0
1163,22,32,41,11,18,11.0,20.0,41.0,32.0,25.0,32.0,40.0,38.0
1163,23,13,41,13,18,13.0,21.0,41.0,37.0,24.0,31.0,39.0,38.0
1165,0,11,48,11,14,26.0,24.0,18.0,47.0,32.0,48.0,21.0,11.0
1165,1,11,49,11,14,28.0,26.0,20.0,47.0,35.0,49.0,22.0,11.0
1165,2,12,48,12,15,29.0,26.0,20.0,47.0,36.0,48.0,22.0,12.0
1165,3,48,48,11,13,29.0,24.0,20.0,48.0,35.0,48.0,23.0,11.0
1165,4,13,48,13,13,33.0,25.0,20.0,48.0,37.0,48.0,23.0,13.0
1165,5,12,49,12,12,33.0,25.0,20.0,48.0,37.0,49.0,23.0,13.0
1165,6,48,48,11,11,32.0,24.0,20.0,48.0,37.0,48.0,23.0,12.0
1165,7,10,47,10,10,33.0,25.0,16.0,47.0,34.0,47.0,22.0,10.0
1165,8,8,45,8,20,31.0,22.0,15.0,45.0,33.0,44.0,21.0,8.0
1165,9,29,43,7,18,29.0,23.0,27.0,43.0,29.0,43.0,19.0,7.0
1165,10,4,41,4,18,28.0,23.0,24.0,38.0,27.0,41.0,20.0,4.0
1165,11,39,39,4,18,32.0,22.0,25.0,39.0,23.0,39.0,21.0,4.0
1165,12,3,38,3,17,30.0,20.0,23.0,36.0,25.0,38.0,18.0,3.0
1165,13,5,36,5,20,29.0,19.0,26.0,32.0,24.0,36.0,16.0,5.0
1165,14,13,36,13,18,28.0,15.0,22.0,31.0,20.0,36.0,13.0,21.0
1165,15,20,34,8,21,28.0,16.0,20.0,31.0,19.0,34.0,8.0,20.0
1165,16,34,34,5,18,25.0,34.0,17.0,30.0,21.0,34.0,5.0,20.0
1165,17,16,37,6,16,24.0,37.0,20.0,26.0,16.0,33.0,6.0,20.0
1165,18,17,37,5,18,22.0,37.0,17.0,26.0,14.0,33.0,5.0,17.0
1165,19,5,35,5,20,19.0,35.0,16.0,21.0,12.0,32.0,5.0,18.0
1165,20,6,41,6,20,21.0,34.0,41.0,22.0,30.0,29.0,6.0,19.0
1165,21,24,46,4,24,23.0,34.0,40.0,24.0,46.0,26.0,4.0,17.0
1165,22,26,44,17,25,26.0,34.0,43.0,23.0,44.0,26.0,17.0,
1165,23,10,47,10,27,24.0,35.0,45.0,25.0,47.0,31.0,10.0,17.0
1166,0,10,44,10,17,10.0,26.0,11.0,25.0,15.0,44.0,22.0,
1166,1,13,51,4,4,21.0,13.0,28.0,13.0,27.0,18.0,51.0,21.0
1166,2,20,51,7,7,20.0,20.0,27.0,15.0,31.0,21.0,51.0,26.0
1166,3,29,52,7,7,19.0,23.0,29.0,17.0,33.0,24.0,52.0,29.0
1166,4,10,52,10,10,20.0,23.0,31.0,14.0,33.0,26.0,52.0,30.0
1166,5,11,54,11,11,19.0,23.0,32.0,14.0,33.0,20.0,54.0,30.0
1166,6,10,54,10,10,18.0,22.0,32.0,14.0,35.0,19.0,54.0,30.0
1166,7,31,53,9,9,14.0,21.0,31.0,11.0,31.0,20.0,53.0,29.0
1166,8,31,52,7,7,12.0,22.0,31.0,10.0,31.0,21.0,52.0,30.0
1166,9,6,53,6,6,17.0,22.0,27.0,14.0,29.0,24.0,53.0,25.0
1166,10,15,49,4,4,15.0,20.0,25.0,7.0,23.0,18.0,49.0,15.0
1166,11,18,37,6,6,10.0,18.0,27.0,7.0,15.0,16.0,37.0,18.0
1166,12,3,34,3,3,13.0,15.0,26.0,4.0,20.0,12.0,34.0,19.0
1166,13,4,35,4,8,13.0,28.0,4.0,27.0,21.0,35.0,17.0,
1166,14,5,32,4,4,12.0,8.0,5.0,5.0,26.0,18.0,32.0,21.0
1166,15,4,26,4,6,7.0,4.0,24.0,10.0,26.0,19.0,,
1166,16,14,22,5,5,6.0,19.0,14.0,22.0,14.0,,,
1166,17,3,21,3,4,3.0,3.0,7.0,5.0,17.0,10.0,21.0,12.0
1166,18,8,21,8,8,10.0,21.0,12.0,,,,,
1166,19,4,17,4,4,11.0,4.0,15.0,17.0,10.0,,,
1166,20,6,17,3,6,3.0,10.0,8.0,17.0,6.0,12.0,10.0,
1166,21,7,16,3,7,10.0,5.0,16.0,3.0,13.0,7.0,,
1166,22,3,11,3,6,11.0,5.0,10.0,3.0,,,,
1166,23,6,11,5,9,6.0,10.0,8.0,6.0,11.0,5.0,8.0,6.0
1167,0,50,54,29,41,50.0,47.0,51.0,54.0,38.0,50.0,37.0,29.0
1167,1,55,61,38,42,55.0,50.0,61.0,58.0,49.0,55.0,41.0,38.0
1167,2,53,61,37,41,53.0,53.0,61.0,58.0,51.0,53.0,41.0,37.0
1167,3,40,60,36,40,54.0,55.0,60.0,58.0,51.0,51.0,40.0,36.0
1167,4,39,63,37,39,54.0,55.0,63.0,57.0,52.0,51.0,39.0,37.0
1167,5,39,63,38,39,55.0,55.0,63.0,57.0,52.0,52.0,39.0,38.0
1167,6,38,60,38,38,52.0,54.0,60.0,55.0,56.0,54.0,39.0,38.0
1167,7,37,61,37,37,52.0,53.0,61.0,57.0,54.0,55.0,38.0,37.0
1167,8,40,60,37,40,49.0,53.0,60.0,40.0,56.0,54.0,37.0,38.0
1167,9,52,53,31,38,40.0,52.0,53.0,35.0,52.0,50.0,31.0,32.0
1167,10,47,50,19,32,37.0,50.0,46.0,29.0,47.0,47.0,19.0,28.0
1167,11,30,53,21,30,31.0,28.0,53.0,30.0,51.0,46.0,21.0,30.0
1167,12,18,48,18,22,23.0,32.0,42.0,28.0,48.0,47.0,18.0,30.0
1167,13,38,48,8,21,25.0,30.0,38.0,26.0,38.0,48.0,8.0,28.0
1167,14,13,49,13,18,24.0,27.0,35.0,13.0,46.0,49.0,21.0,
1167,15,3,46,3,20,22.0,32.0,35.0,10.0,46.0,44.0,3.0,13.0
1167,16,40,47,14,22,21.0,28.0,40.0,14.0,40.0,47.0,15.0,18.0
1167,17,21,45,8,21,21.0,31.0,40.0,18.0,33.0,45.0,8.0,11.0
1167,18,22,46,10,22,19.0,37.0,32.0,12.0,22.0,46.0,10.0,
1167,19,20,41,6,20,20.0,41.0,38.0,12.0,26.0,41.0,6.0,10.0
1167,20,19,49,9,19,15.0,42.0,38.0,19.0,29.0,49.0,12.0,9.0
1167,21,9,50,9,16,19.0,43.0,40.0,25.0,31.0,50.0,9.0,17.0
1167,22,18,48,17,17,23.0,42.0,48.0,28.0,40.0,48.0,18.0,18.0
1167,23,51,51,17,17,37.0,41.0,51.0,34.0,43.0,51.0,22.0,23.0
1168,0,12,30,10,12,11.0,12.0,19.0,24.0,29.0,30.0,19.0,10.0
1168,1,11,33,11,11,14.0,13.0,19.0,25.0,33.0,25.0,23.0,11.0
1168,2,11,33,11,11,14.0,14.0,19.0,25.0,33.0,27.0,25.0,11.0
1168,3,11,32,11,11,13.0,14.0,20.0,24.0,32.0,26.0,24.0,11.0
1168,4,12,30,10,12,12.0,14.0,21.0,24.0,30.0,24.0,25.0,10.0
1168,5,12,29,12,12,14.0,14.0,21.0,24.0,29.0,25.0,24.0,12.0
1168,6,12,31,12,12,12.0,12.0,20.0,23.0,31.0,25.0,25.0,12.0
1168,7,12,30,12,12,12.0,13.0,19.0,23.0,30.0,25.0,24.0,12.0
1168,8,13,27,12,13,12.0,13.0,17.0,24.0,27.0,24.0,23.0,14.0
1168,9,13,27,9,13,10.0,13.0,9.0,21.0,27.0,20.0,18.0,11.0
1168,10,9,25,9,12,9.0,16.0,9.0,21.0,25.0,22.0,13.0,9.0
1168,11,12,24,8,13,10.0,12.0,9.0,21.0,23.0,24.0,12.0,8.0
1168,12,6,21,6,11,13.0,6.0,20.0,19.0,21.0,6.0,7.0,
1168,13,4,22,4,13,4.0,14.0,8.0,19.0,16.0,22.0,5.0,9.0
1168,14,5,21,3,8,3.0,13.0,5.0,21.0,13.0,20.0,5.0,7.0
1168,15,4,20,4,7,4.0,14.0,17.0,15.0,20.0,5.0,,
1168,16,16,20,5,5,11.0,7.0,16.0,16.0,20.0,,,
1168,17,3,21,3,4,8.0,12.0,11.0,18.0,20.0,21.0,3.0,
1168,18,20,23,3,7,10.0,11.0,15.0,20.0,20.0,23.0,3.0,
1168,19,5,22,4,5,5.0,14.0,15.0,18.0,22.0,21.0,4.0,
1168,20,17,23,3,6,3.0,13.0,17.0,17.0,22.0,23.0,,
1168,21,8,24,4,8,8.0,13.0,18.0,19.0,24.0,24.0,4.0,
1168,22,11,26,7,11,11.0,13.0,16.0,17.0,24.0,26.0,7.0,
1168,23,4,26,4,12,11.0,13.0,21.0,17.0,26.0,25.0,6.0,4.0
1169,0,17,18,4,17,18.0,4.0,17.0,,,,,
1169,1,3,17,3,3,3.0,16.0,14.0,6.0,17.0,,,
1169,2,3,19,3,3,8.0,16.0,11.0,19.0,,,,
1169,3,9,19,9,9,14.0,12.0,19.0,,,,,
1169,4,10,20,10,10,14.0,13.0,20.0,,,,,
1169,5,3,20,3,10,14.0,13.0,3.0,20.0,,,,
1169,6,14,19,3,3,12.0,14.0,14.0,4.0,19.0,,,
1169,7,3,20,3,3,13.0,14.0,15.0,4.0,20.0,,,
1169,8,14,20,3,4,3.0,14.0,14.0,16.0,5.0,20.0,,
1169,9,4,23,4,4,4.0,5.0,15.0,18.0,17.0,14.0,23.0,
1169,10,18,25,3,3,8.0,7.0,13.0,18.0,18.0,17.0,25.0,
1169,11,6,26,5,6,6.0,5.0,10.0,16.0,17.0,21.0,21.0,26.0
1169,12,8,29,5,8,8.0,5.0,12.0,16.0,23.0,27.0,21.0,29.0
1169,13,26,35,6,11,12.0,6.0,15.0,17.0,25.0,26.0,26.0,35.0
1169,14,3,35,3,8,11.0,3.0,17.0,21.0,22.0,26.0,28.0,35.0
1169,15,10,32,10,13,10.0,16.0,19.0,18.0,27.0,30.0,32.0,
1169,16,6,31,6,13,14.0,18.0,6.0,21.0,29.0,31.0,30.0,
