대여소번호,시간대,mode,max,min,수량1,수량2,수량3,수량4,수량5,수량6,수량7,수량8,수량9
1101,0,9,28,9,16,9.0,9.0,13.0,13.0,26.0,28.0,15.0,15.0
1101,1,10,29,10,17,10.0,12.0,13.0,14.0,26.0,29.0,16.0,15.0
1101,2,13,29,10,17,10.0,13.0,13.0,15.0,26.0,29.0,16.0,16.0
1101,3,13,30,10,17,10.0,13.0,13.0,15.0,26.0,30.0,16.0,17.0
1101,4,13,33,11,17,11.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0
1101,5,13,33,11,17,11.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0
1101,6,13,33,12,17,12.0,13.0,13.0,15.0,26.0,33.0,16.0,17.0
1101,7,17,33,12,17,12.0,13.0,14.0,15.0,26.0,33.0,16.0,17.0
1101,8,14,32,12,17,12.0,13.0,14.0,15.0,24.0,32.0,14.0,16.0
1101,9,13,32,12,17,13.0,13.0,12.0,15.0,23.0,32.0,13.0,16.0
1101,10,13,32,12,16,13.0,13.0,12.0,16.0,24.0,32.0,13.0,16.0
1101,11,16,32,12,16,12.0,12.0,15.0,16.0,24.0,32.0,14.0,16.0
1101,12,15,32,10,16,10.0,12.0,15.0,16.0,24.0,32.0,14.0,15.0
1101,13,16,32,9,15,9.0,12.0,16.0,16.0,25.0,32.0,14.0,16.0
1101,14,15,32,8,15,8.0,12.0,14.0,16.0,25.0,32.0,13.0,15.0
1101,15,15,31,8,15,8.0,17.0,14.0,17.0,25.0,31.0,13.0,15.0
1101,16,17,32,10,15,10.0,18.0,14.0,17.0,23.0,32.0,12.0,17.0
1101,17,12,32,9,13,9.0,18.0,12.0,17.0,22.0,32.0,12.0,17.0
1101,18,13,31,9,13,9.0,18.0,13.0,17.0,22.0,31.0,12.0,17.0
1101,19,15,32,11,15,11.0,17.0,15.0,16.0,24.0,32.0,12.0,18.0
1101,20,14,32,10,14,10.0,17.0,14.0,15.0,25.0,32.0,12.0,18.0
1101,21,13,32,10,14,10.0,17.0,13.0,15.0,26.0,32.0,13.0,18.0
1101,22,14,33,9,14,9.0,17.0,13.0,16.0,26.0,33.0,14.0,18.0
1101,23,14,34,9,14,9.0,17.0,13.0,15.0,27.0,34.0,14.0,19.0
1102,0,23,42,10,15,40.0,42.0,10.0,23.0,23.0,40.0,25.0,12.0
1102,1,42,42,12,18,42.0,42.0,12.0,26.0,22.0,42.0,23.0,13.0
1102,2,14,46,14,18,43.0,42.0,14.0,28.0,17.0,46.0,17.0,14.0
1102,3,18,43,12,19,39.0,43.0,12.0,27.0,18.0,43.0,19.0,18.0
1102,4,12,44,12,21,36.0,42.0,12.0,26.0,19.0,44.0,22.0,18.0
1102,5,16,44,16,21,36.0,43.0,16.0,26.0,18.0,44.0,23.0,17.0
1102,6,16,43,15,21,35.0,42.0,15.0,28.0,16.0,43.0,23.0,16.0
1102,7,14,43,14,19,26.0,42.0,14.0,32.0,14.0,43.0,22.0,16.0
1102,8,15,31,13,17,26.0,25.0,13.0,31.0,15.0,26.0,15.0,17.0
1102,9,7,31,7,16,22.0,29.0,13.0,31.0,17.0,26.0,7.0,19.0
1102,10,15,31,9,15,21.0,31.0,9.0,31.0,15.0,28.0,23.0,
1102,11,22,33,6,22,22.0,33.0,8.0,13.0,14.0,27.0,6.0,24.0
1102,12,7,36,7,23,18.0,36.0,7.0,10.0,15.0,20.0,7.0,24.0
1102,13,3,33,3,14,22.0,33.0,10.0,3.0,13.0,18.0,29.0,
1102,14,14,27,10,14,14.0,27.0,10.0,17.0,19.0,11.0,,
1102,15,11,21,4,15,11.0,11.0,10.0,4.0,19.0,21.0,8.0,
1102,16,13,17,3,13,8.0,13.0,3.0,8.0,17.0,13.0,13.0,
1102,17,4,22,4,11,22.0,12.0,4.0,4.0,15.0,14.0,8.0,
1102,18,14,25,6,25,17.0,14.0,14.0,11.0,14.0,16.0,6.0,8.0
1102,19,16,26,4,16,16.0,14.0,10.0,4.0,26.0,18.0,6.0,16.0
1102,20,5,27,5,23,20.0,14.0,12.0,9.0,27.0,17.0,5.0,16.0
1102,21,24,30,8,24,26.0,12.0,13.0,24.0,30.0,15.0,8.0,
1102,22,4,42,4,18,38.0,13.0,17.0,19.0,42.0,10.0,4.0,8.0
1102,23,14,43,11,18,43.0,14.0,19.0,20.0,40.0,14.0,11.0,16.0
1103,0,9,66,9,36,66.0,43.0,28.0,33.0,29.0,32.0,26.0,9.0
1103,1,16,67,16,35,67.0,44.0,31.0,33.0,30.0,34.0,23.0,16.0
1103,2,34,66,18,38,66.0,46.0,30.0,34.0,34.0,36.0,22.0,18.0
1103,3,18,69,18,42,69.0,48.0,32.0,35.0,40.0,37.0,19.0,18.0
1103,4,37,72,19,43,72.0,50.0,32.0,37.0,41.0,37.0,19.0,21.0
1103,5,17,71,17,43,71.0,52.0,31.0,37.0,40.0,38.0,17.0,23.0
1103,6,38,70,17,42,70.0,53.0,30.0,38.0,38.0,38.0,17.0,21.0
1103,7,39,60,16,40,60.0,50.0,29.0,37.0,39.0,39.0,16.0,21.0
1103,8,38,60,12,38,60.0,49.0,27.0,37.0,38.0,38.0,12.0,20.0
1103,9,8,49,8,40,34.0,49.0,26.0,33.0,39.0,35.0,8.0,15.0
1103,10,10,49,10,41,42.0,49.0,29.0,31.0,38.0,37.0,10.0,12.0
1103,11,37,54,12,37,38.0,54.0,23.0,27.0,37.0,35.0,12.0,16.0
1103,12,35,56,5,35,34.0,56.0,25.0,21.0,35.0,31.0,5.0,9.0
1103,13,7,49,7,33,38.0,49.0,23.0,15.0,32.0,25.0,7.0,7.0
1103,14,25,43,6,25,36.0,43.0,25.0,15.0,14.0,26.0,8.0,6.0
1103,15,17,46,11,20,36.0,46.0,21.0,17.0,17.0,22.0,11.0,
1103,16,13,41,3,6,38.0,41.0,25.0,13.0,20.0,13.0,16.0,3.0
1103,17,4,48,4,4,36.0,48.0,24.0,13.0,17.0,8.0,18.0,
1103,18,11,43,11,11,41.0,43.0,15.0,16.0,21.0,11.0,18.0,13.0
1103,19,19,45,12,19,45.0,44.0,23.0,17.0,19.0,15.0,13.0,12.0
1103,20,23,48,10,17,45.0,48.0,25.0,23.0,23.0,21.0,10.0,15.0
1103,21,21,49,9,23,41.0,49.0,27.0,21.0,21.0,24.0,9.0,18.0
1103,22,29,51,9,23,43.0,51.0,29.0,24.0,29.0,31.0,9.0,21.0
1103,23,8,52,8,27,47.0,52.0,34.0,23.0,35.0,32.0,8.0,24.0
1105,0,16,21,8,13,16.0,21.0,8.0,14.0,16.0,17.0,11.0,
1105,1,4,22,4,4,13.0,17.0,22.0,8.0,14.0,16.0,18.0,11.0
1105,2,4,22,4,4,15.0,17.0,22.0,8.0,14.0,16.0,18.0,11.0
1105,3,5,22,5,5,15.0,17.0,22.0,8.0,14.0,16.0,19.0,11.0
1105,4,5,22,5,5,15.0,18.0,22.0,8.0,14.0,16.0,20.0,9.0
1105,5,15,21,5,5,15.0,18.0,21.0,8.0,15.0,17.0,20.0,11.0
1105,6,5,21,5,5,16.0,18.0,21.0,8.0,14.0,17.0,20.0,11.0
1105,7,15,22,5,5,16.0,19.0,22.0,9.0,15.0,15.0,20.0,12.0
1105,8,14,22,7,7,16.0,19.0,22.0,9.0,16.0,14.0,20.0,14.0
1105,9,14,21,7,7,16.0,19.0,21.0,8.0,16.0,14.0,19.0,14.0
1105,10,4,20,4,4,15.0,18.0,20.0,7.0,14.0,12.0,17.0,13.0
1105,11,14,19,7,7,14.0,17.0,19.0,9.0,14.0,13.0,16.0,17.0
1105,12,15,19,7,7,15.0,16.0,19.0,8.0,15.0,13.0,14.0,17.0
1105,13,14,18,3,3,12.0,14.0,18.0,8.0,15.0,11.0,14.0,16.0
1105,14,6,19,6,12,16.0,19.0,6.0,13.0,9.0,15.0,17.0,
1105,15,14,15,3,14,14.0,15.0,3.0,11.0,8.0,15.0,12.0,
1105,16,9,18,3,3,18.0,9.0,13.0,11.0,9.0,15.0,14.0,
1105,17,9,13,7,13,9.0,12.0,11.0,9.0,13.0,7.0,,
1105,18,8,17,7,17,12.0,17.0,8.0,8.0,11.0,7.0,,
1105,19,9,16,3,3,16.0,11.0,14.0,6.0,9.0,8.0,9.0,10.0
1105,20,11,16,5,16,10.0,11.0,6.0,9.0,5.0,11.0,12.0,
1105,21,10,16,4,16,10.0,10.0,5.0,11.0,4.0,11.0,12.0,
1105,22,5,15,5,15,10.0,6.0,5.0,13.0,14.0,11.0,,
1105,23,7,15,4,15,9.0,7.0,4.0,15.0,7.0,9.0,13.0,
1106,0,18,63,18,30,35.0,18.0,59.0,60.0,63.0,33.0,38.0,21.0
1106,1,65,65,16,32,33.0,16.0,64.0,65.0,65.0,38.0,42.0,27.0
1106,2,19,68,19,34,31.0,19.0,63.0,64.0,68.0,40.0,43.0,30.0
1106,3,43,69,20,35,31.0,20.0,63.0,61.0,69.0,43.0,43.0,34.0
1106,4,23,69,23,35,29.0,23.0,63.0,60.0,69.0,44.0,47.0,33.0
1106,5,21,67,21,35,27.0,21.0,61.0,59.0,67.0,43.0,48.0,34.0
1106,6,21,66,21,36,27.0,21.0,61.0,60.0,66.0,46.0,50.0,34.0
1106,7,22,63,22,36,27.0,22.0,61.0,58.0,63.0,45.0,48.0,34.0
1106,8,43,64,19,33,26.0,19.0,45.0,56.0,64.0,43.0,43.0,32.0
1106,9,31,53,18,31,21.0,18.0,34.0,53.0,44.0,41.0,38.0,31.0
1106,10,37,48,16,16,19.0,20.0,37.0,48.0,37.0,43.0,33.0,29.0
1106,11,11,46,11,11,11.0,15.0,38.0,46.0,35.0,42.0,32.0,26.0
1106,12,12,45,8,12,8.0,12.0,29.0,45.0,32.0,42.0,31.0,21.0
1106,13,4,48,4,8,4.0,13.0,24.0,48.0,30.0,47.0,31.0,21.0
1106,14,27,51,7,7,9.0,24.0,51.0,34.0,27.0,27.0,23.0,
1106,15,23,34,14,15,14.0,31.0,34.0,30.0,23.0,23.0,24.0,
1106,16,6,32,6,9,6.0,16.0,29.0,30.0,32.0,24.0,15.0,10.0
1106,17,5,39,5,9,5.0,18.0,39.0,26.0,32.0,30.0,12.0,5.0
1106,18,3,41,3,5,3.0,22.0,41.0,26.0,29.0,34.0,21.0,7.0
1106,19,5,41,5,7,11.0,20.0,41.0,23.0,27.0,38.0,18.0,5.0
1106,20,5,37,5,11,6.0,21.0,37.0,20.0,24.0,33.0,5.0,10.0
1106,21,6,41,5,10,6.0,21.0,41.0,23.0,22.0,39.0,5.0,6.0
1106,22,9,44,9,12,11.0,20.0,44.0,23.0,29.0,39.0,9.0,10.0
1106,23,18,52,11,11,16.0,18.0,52.0,26.0,25.0,48.0,18.0,18.0
1108,0,4,47,4,32,22.0,4.0,14.0,6.0,20.0,35.0,47.0,16.0
1108,1,21,48,4,33,26.0,4.0,20.0,9.0,21.0,38.0,48.0,21.0
1108,2,5,47,5,31,30.0,5.0,24.0,8.0,22.0,40.0,47.0,21.0
1108,3,4,50,4,26,29.0,4.0,24.0,8.0,25.0,39.0,50.0,23.0
1108,4,24,49,5,28,29.0,5.0,22.0,6.0,24.0,40.0,49.0,24.0
1108,5,23,52,5,27,33.0,6.0,23.0,5.0,29.0,39.0,52.0,23.0
1108,6,5,52,5,29,33.0,6.0,25.0,5.0,30.0,40.0,52.0,23.0
1108,7,29,50,5,29,34.0,6.0,26.0,5.0,29.0,43.0,50.0,24.0
1108,8,30,52,6,30,34.0,7.0,28.0,6.0,30.0,42.0,52.0,26.0
1108,9,6,41,6,29,32.0,7.0,27.0,6.0,30.0,39.0,41.0,23.0
1108,10,4,42,4,32,17.0,8.0,14.0,4.0,31.0,42.0,23.0,27.0
1108,11,6,31,6,31,12.0,8.0,14.0,6.0,29.0,27.0,18.0,28.0
1108,12,5,33,5,31,10.0,11.0,12.0,5.0,29.0,33.0,20.0,26.0
1108,13,28,29,3,28,9.0,11.0,15.0,3.0,29.0,28.0,22.0,26.0
1108,14,3,28,3,28,4.0,10.0,11.0,3.0,25.0,26.0,17.0,20.0
1108,15,27,27,5,27,5.0,7.0,27.0,25.0,15.0,21.0,,
1108,16,22,27,3,22,3.0,4.0,15.0,27.0,19.0,16.0,22.0,
1108,17,18,26,3,16,3.0,8.0,6.0,26.0,18.0,15.0,18.0,
1108,18,4,29,3,11,3.0,4.0,4.0,7.0,29.0,17.0,12.0,18.0
1108,19,3,31,3,11,3.0,4.0,3.0,10.0,31.0,20.0,16.0,13.0
1108,20,4,30,4,12,4.0,4.0,7.0,30.0,14.0,7.0,20.0,
1108,21,10,33,10,11,10.0,11.0,33.0,19.0,10.0,13.0,,
1108,22,7,31,7,13,9.0,8.0,31.0,19.0,7.0,14.0,,
1108,23,9,34,4,13,9.0,4.0,10.0,34.0,22.0,9.0,18.0,
1109,0,4,27,4,4,10.0,15.0,23.0,25.0,27.0,5.0,,
1109,1,5,29,5,7,9.0,14.0,23.0,22.0,29.0,5.0,,
1109,2,8,31,3,8,3.0,8.0,16.0,24.0,20.0,31.0,6.0,
1109,3,4,32,4,9,4.0,8.0,14.0,25.0,22.0,32.0,6.0,
1109,4,6,33,3,6,4.0,3.0,9.0,16.0,25.0,21.0,33.0,6.0
1109,5,24,33,3,9,4.0,3.0,12.0,15.0,24.0,24.0,33.0,6.0
1109,6,4,32,4,8,4.0,4.0,9.0,16.0,24.0,24.0,32.0,6.0
1109,7,3,31,3,8,3.0,9.0,16.0,22.0,23.0,31.0,6.0,
1109,8,4,22,4,7,4.0,8.0,15.0,22.0,22.0,16.0,4.0,
1109,9,6,23,3,9,3.0,6.0,6.0,14.0,23.0,5.0,16.0,8.0
1109,10,9,21,4,9,5.0,9.0,4.0,16.0,21.0,8.0,19.0,13.0
1109,11,5,15,4,7,5.0,4.0,15.0,15.0,8.0,5.0,9.0,
1109,12,5,15,5,9,5.0,6.0,15.0,15.0,5.0,8.0,11.0,
1109,13,3,13,3,8,5.0,3.0,9.0,13.0,3.0,3.0,7.0,
1109,14,7,12,6,7,7.0,12.0,6.0,7.0,,,,
1109,15,5,12,3,3,5.0,12.0,4.0,5.0,,,,
1109,16,3,12,3,3,11.0,12.0,3.0,,,,,
1109,17,3,12,3,12,3.0,9.0,,,,,,
1109,18,3,11,3,3,11.0,5.0,,,,,,
1109,19,3,11,3,3,11.0,5.0,6.0,3.0,,,,
1109,20,7,12,4,7,7.0,12.0,5.0,4.0,6.0,,,
1109,21,3,13,3,3,12.0,8.0,13.0,9.0,,,,
1109,22,3,13,3,3,3.0,9.0,11.0,13.0,12.0,4.0,4.0,
1109,23,7,17,7,8,12.0,12.0,17.0,13.0,7.0,7.0,,
1111,0,5,43,5,9,43.0,41.0,23.0,31.0,32.0,19.0,15.0,5.0
1111,1,8,44,8,8,44.0,40.0,23.0,31.0,29.0,22.0,16.0,
1111,2,3,46,3,8,46.0,40.0,25.0,32.0,26.0,22.0,15.0,3.0
1111,3,9,48,9,9,48.0,43.0,28.0,32.0,26.0,21.0,14.0,
1111,4,12,49,12,12,49.0,44.0,28.0,32.0,25.0,19.0,14.0,
1111,5,12,49,12,12,49.0,44.0,28.0,34.0,25.0,19.0,14.0,
1111,6,11,49,11,11,49.0,44.0,28.0,35.0,25.0,18.0,14.0,
1111,7,10,46,10,10,46.0,43.0,29.0,35.0,25.0,19.0,13.0,
1111,8,3,46,3,10,46.0,43.0,30.0,34.0,23.0,17.0,13.0,3.0
1111,9,8,44,8,9,41.0,44.0,28.0,36.0,21.0,14.0,8.0,
1111,10,28,40,4,9,40.0,38.0,28.0,28.0,21.0,12.0,4.0,
1111,11,4,40,4,4,40.0,37.0,22.0,30.0,24.0,11.0,4.0,
1111,12,7,36,7,7,36.0,34.0,18.0,28.0,21.0,11.0,,
1111,13,4,36,4,6,36.0,32.0,19.0,27.0,16.0,11.0,4.0,
1111,14,3,33,3,5,33.0,28.0,20.0,26.0,11.0,6.0,3.0,
1111,15,5,30,5,11,30.0,27.0,17.0,29.0,13.0,5.0,5.0,
1111,16,5,31,5,5,31.0,26.0,16.0,21.0,15.0,10.0,11.0,
1111,17,9,34,9,9,34.0,21.0,28.0,22.0,10.0,10.0,9.0,
1111,18,3,36,3,6,36.0,22.0,26.0,16.0,8.0,17.0,4.0,3.0
1111,19,4,42,4,5,42.0,21.0,27.0,20.0,10.0,8.0,6.0,4.0
1111,20,5,44,5,5,44.0,21.0,30.0,28.0,12.0,15.0,5.0,
1111,21,7,42,7,42,19.0,28.0,24.0,14.0,7.0,,,
1111,22,21,38,4,4,38.0,21.0,30.0,21.0,15.0,14.0,5.0,9.0
1111,23,4,39,4,9,39.0,21.0,29.0,25.0,12.0,20.0,4.0,5.0
1112,0,7,45,7,9,45.0,41.0,40.0,16.0,31.0,23.0,8.0,7.0
1112,1,5,43,5,5,43.0,35.0,37.0,6.0,17.0,15.0,9.0,8.0
1112,2,3,40,3,3,40.0,27.0,39.0,4.0,13.0,21.0,7.0,8.0
1112,3,4,34,4,32,22.0,34.0,15.0,19.0,8.0,4.0,,
1112,4,3,36,3,31,25.0,36.0,3.0,11.0,15.0,3.0,,
1112,5,3,35,3,3,29.0,26.0,35.0,3.0,7.0,15.0,3.0,
1112,6,3,35,3,3,29.0,26.0,35.0,3.0,7.0,14.0,4.0,
1112,7,4,37,4,6,26.0,24.0,37.0,4.0,12.0,4.0,,
1112,8,3,40,3,7,25.0,26.0,40.0,3.0,6.0,13.0,4.0,
1112,9,4,41,4,13,24.0,25.0,41.0,9.0,12.0,4.0,,
1112,10,3,43,3,19,25.0,26.0,43.0,13.0,11.0,8.0,3.0,
1112,11,10,32,7,19,27.0,21.0,32.0,7.0,15.0,10.0,10.0,
1112,12,18,36,6,20,25.0,18.0,28.0,6.0,36.0,7.0,18.0,9.0
1112,13,9,31,9,17,27.0,22.0,18.0,18.0,31.0,9.0,16.0,9.0
1112,14,14,35,14,19,35.0,19.0,17.0,17.0,34.0,14.0,14.0,15.0
1112,15,10,43,10,19,43.0,24.0,18.0,15.0,35.0,16.0,10.0,21.0
1112,16,19,38,14,19,38.0,26.0,14.0,19.0,27.0,16.0,17.0,21.0
1112,17,10,35,10,10,34.0,29.0,10.0,25.0,35.0,20.0,18.0,23.0
1112,18,11,36,11,14,36.0,22.0,11.0,25.0,26.0,15.0,16.0,30.0
1112,19,15,35,14,21,35.0,19.0,14.0,27.0,27.0,15.0,15.0,26.0
1112,20,10,40,10,22,40.0,21.0,10.0,16.0,33.0,15.0,17.0,32.0
1112,21,20,52,14,20,52.0,23.0,14.0,15.0,37.0,20.0,25.0,29.0
1112,22,19,43,15,19,43.0,23.0,15.0,17.0,30.0,19.0,16.0,25.0
1112,23,21,38,5,21,38.0,21.0,20.0,10.0,25.0,23.0,5.0,18.0
1113,0,10,48,10,29,13.0,10.0,27.0,20.0,46.0,48.0,26.0,12.0
1113,1,13,51,13,33,13.0,13.0,26.0,23.0,48.0,51.0,24.0,15.0
1113,2,14,53,13,33,14.0,13.0,28.0,23.0,51.0,53.0,25.0,14.0
1113,3,16,53,13,34,16.0,13.0,27.0,23.0,48.0,53.0,30.0,16.0
1113,4,12,55,12,35,16.0,12.0,28.0,21.0,49.0,55.0,30.0,19.0
1113,5,12,53,12,34,15.0,12.0,28.0,21.0,51.0,53.0,29.0,16.0
1113,6,12,54,12,32,15.0,12.0,28.0,21.0,50.0,54.0,30.0,17.0
1113,7,12,53,12,33,14.0,12.0,28.0,22.0,47.0,53.0,29.0,16.0
1113,8,10,51,10,32,10.0,10.0,22.0,19.0,44.0,51.0,20.0,15.0
1113,9,13,44,6,31,6.0,26.0,20.0,16.0,41.0,44.0,13.0,13.0
1113,10,11,45,5,31,5.0,24.0,19.0,17.0,39.0,45.0,11.0,11.0
1113,11,4,39,4,32,4.0,23.0,19.0,12.0,38.0,39.0,9.0,10.0
1113,12,8,39,4,29,4.0,24.0,20.0,15.0,33.0,39.0,8.0,8.0
1113,13,6,39,6,27,22.0,19.0,12.0,27.0,39.0,6.0,6.0,
1113,14,6,42,6,26,24.0,19.0,7.0,28.0,42.0,6.0,6.0,
1113,15,3,43,3,28,33.0,17.0,3.0,32.0,43.0,9.0,4.0,
1113,16,3,46,3,23,3.0,30.0,14.0,5.0,32.0,46.0,7.0,8.0
1113,17,8,40,8,29,27.0,8.0,31.0,40.0,10.0,,,
1113,18,5,36,5,29,5.0,31.0,9.0,5.0,36.0,34.0,8.0,
1113,19,34,35,3,34,13.0,33.0,11.0,14.0,34.0,35.0,6.0,3.0
1113,20,5,39,5,35,13.0,37.0,5.0,15.0,36.0,39.0,5.0,6.0
1113,21,5,38,5,34,8.0,38.0,5.0,23.0,36.0,37.0,7.0,5.0
1113,22,10,38,3,36,3.0,38.0,10.0,25.0,37.0,37.0,9.0,10.0
1113,23,10,45,10,40,10.0,39.0,16.0,29.0,45.0,42.0,11.0,12.0
1117,0,3,28,3,12,5.0,28.0,21.0,3.0,,,,
1117,1,3,22,3,3,4.0,6.0,9.0,22.0,21.0,,,
1117,2,5,23,3,5,4.0,3.0,5.0,10.0,23.0,17.0,,
1117,3,4,21,3,8,5.0,4.0,3.0,4.0,21.0,17.0,,
1117,4,3,21,3,8,5.0,4.0,3.0,3.0,21.0,17.0,,
1117,5,3,24,3,6,5.0,4.0,3.0,3.0,24.0,15.0,,
1117,6,3,24,3,8,7.0,3.0,24.0,16.0,,,,
1117,7,3,23,3,7,6.0,3.0,4.0,23.0,14.0,,,
1117,8,5,25,5,7,5.0,5.0,7.0,25.0,19.0,6.0,,
1117,9,4,26,4,6,8.0,5.0,6.0,4.0,18.0,26.0,21.0,4.0
1117,10,15,31,3,15,15.0,7.0,8.0,10.0,31.0,24.0,26.0,3.0
1117,11,14,32,5,18,14.0,14.0,13.0,16.0,32.0,25.0,28.0,5.0
1117,12,11,35,11,20,11.0,12.0,15.0,19.0,35.0,25.0,31.0,11.0
1117,13,26,34,7,26,7.0,11.0,10.0,23.0,34.0,32.0,26.0,16.0
1117,14,7,34,6,34,7.0,7.0,6.0,21.0,33.0,27.0,10.0,9.0
1117,15,31,31,5,31,12.0,5.0,7.0,19.0,31.0,24.0,11.0,18.0
1117,16,6,32,6,32,6.0,9.0,17.0,22.0,16.0,11.0,19.0,
1117,17,7,29,4,29,13.0,7.0,4.0,22.0,29.0,10.0,7.0,18.0
1117,18,19,35,3,24,13.0,6.0,3.0,19.0,35.0,7.0,10.0,19.0
1117,19,3,36,3,22,9.0,4.0,14.0,36.0,11.0,3.0,23.0,
1117,20,10,36,4,22,12.0,4.0,10.0,14.0,36.0,10.0,6.0,25.0
1117,21,12,27,4,16,12.0,6.0,4.0,12.0,27.0,5.0,23.0,
1117,22,5,27,4,12,5.0,6.0,4.0,8.0,27.0,5.0,18.0,
1117,23,6,29,3,16,5.0,6.0,8.0,6.0,29.0,3.0,20.0,
1118,0,9,67,9,11,15.0,9.0,35.0,25.0,40.0,58.0,67.0,12.0
1118,1,9,64,9,15,20.0,9.0,32.0,26.0,45.0,62.0,64.0,14.0
1118,2,13,65,13,16,21.0,13.0,36.0,29.0,54.0,58.0,65.0,17.0
1118,3,13,68,13,16,21.0,13.0,35.0,32.0,53.0,59.0,68.0,19.0
1118,4,18,73,14,18,21.0,14.0,41.0,33.0,54.0,62.0,73.0,18.0
1118,5,14,75,14,17,22.0,14.0,50.0,33.0,56.0,62.0,75.0,19.0
1118,6,14,75,14,17,23.0,14.0,49.0,32.0,55.0,63.0,75.0,18.0
1118,7,15,73,15,21,24.0,15.0,50.0,33.0,56.0,65.0,73.0,18.0
1118,8,19,76,19,21,26.0,19.0,51.0,32.0,58.0,50.0,76.0,19.0
1118,9,18,72,18,23,24.0,21.0,50.0,28.0,59.0,35.0,72.0,18.0
1118,10,15,58,15,15,29.0,23.0,46.0,26.0,58.0,16.0,51.0,19.0
1118,11,11,55,11,11,26.0,19.0,44.0,23.0,55.0,16.0,37.0,11.0
1118,12,9,50,9,9,26.0,19.0,44.0,23.0,50.0,14.0,31.0,9.0
1118,13,5,48,5,8,19.0,18.0,36.0,20.0,48.0,14.0,6.0,5.0
1118,14,8,51,8,8,25.0,14.0,45.0,23.0,51.0,13.0,8.0,
1118,15,3,55,3,3,24.0,11.0,30.0,19.0,55.0,7.0,6.0,
1118,16,14,51,5,5,14.0,12.0,26.0,14.0,51.0,7.0,6.0,
1118,17,5,37,4,5,18.0,7.0,23.0,19.0,37.0,9.0,5.0,4.0
1118,18,3,41,3,19,3.0,23.0,13.0,41.0,5.0,9.0,6.0,
1118,19,4,39,3,4,21.0,5.0,27.0,11.0,39.0,4.0,3.0,5.0
1118,20,10,37,10,13,15.0,10.0,22.0,19.0,37.0,,,
1118,21,16,45,5,13,16.0,11.0,18.0,16.0,45.0,5.0,,
1118,22,6,46,5,17,15.0,11.0,19.0,15.0,46.0,5.0,6.0,6.0
1118,23,4,47,4,15,12.0,10.0,22.0,16.0,47.0,4.0,8.0,7.0
1119,0,5,25,5,7,13.0,25.0,16.0,5.0,10.0,5.0,,
1119,1,19,19,4,11,17.0,19.0,19.0,8.0,16.0,6.0,4.0,9.0
1119,2,8,25,3,8,15.0,18.0,25.0,8.0,18.0,13.0,3.0,9.0
1119,3,12,30,4,6,17.0,18.0,30.0,9.0,16.0,12.0,4.0,12.0
1119,4,17,32,6,7,17.0,18.0,32.0,8.0,17.0,14.0,6.0,11.0
1119,5,6,32,6,6,16.0,19.0,32.0,8.0,17.0,15.0,6.0,11.0
1119,6,5,31,5,5,16.0,18.0,31.0,7.0,15.0,14.0,6.0,11.0
1119,7,5,30,5,5,14.0,18.0,30.0,7.0,16.0,15.0,6.0,12.0
1119,8,6,30,6,8,13.0,18.0,30.0,6.0,14.0,15.0,6.0,11.0
1119,9,5,29,4,4,7.0,17.0,29.0,5.0,15.0,12.0,5.0,12.0
1119,10,3,24,3,3,20.0,24.0,11.0,12.0,13.0,,,
1119,11,11,25,7,14,11.0,25.0,9.0,7.0,12.0,11.0,,
1119,12,8,20,3,15,8.0,20.0,3.0,6.0,7.0,10.0,8.0,
1119,13,5,20,5,6,17.0,5.0,20.0,5.0,8.0,7.0,7.0,
1119,14,6,20,4,6,11.0,10.0,20.0,4.0,7.0,6.0,5.0,
1119,15,7,12,3,3,7.0,11.0,12.0,5.0,7.0,,,
1119,16,3,16,3,3,10.0,6.0,16.0,3.0,4.0,,,
1119,17,3,15,3,4,11.0,5.0,15.0,5.0,3.0,3.0,,
1119,18,4,15,4,11,7.0,15.0,4.0,,,,,
1119,19,4,17,4,4,17.0,14.0,4.0,15.0,10.0,,,
1119,20,14,20,3,12,14.0,3.0,15.0,4.0,20.0,14.0,,
1119,21,4,23,4,21,16.0,13.0,4.0,17.0,23.0,7.0,,
1119,22,3,28,3,18,19.0,12.0,4.0,17.0,3.0,28.0,9.0,
1119,23,22,32,6,22,22.0,11.0,7.0,21.0,6.0,32.0,13.0,
1120,0,36,78,36,40,39.0,36.0,43.0,48.0,52.0,54.0,45.0,78.0
1120,1,52,81,39,42,41.0,39.0,44.0,52.0,56.0,52.0,47.0,81.0
1120,2,40,83,40,42,40.0,44.0,47.0,55.0,58.0,57.0,49.0,83.0
1120,3,44,84,44,44,45.0,44.0,48.0,56.0,59.0,59.0,52.0,84.0
1120,4,44,86,44,44,45.0,46.0,47.0,56.0,60.0,59.0,51.0,86.0
1120,5,43,87,43,45,46.0,43.0,50.0,57.0,59.0,60.0,52.0,87.0
1120,6,43,87,43,45,46.0,43.0,49.0,57.0,59.0,60.0,51.0,87.0
1120,7,41,86,41,45,43.0,41.0,48.0,56.0,57.0,60.0,49.0,86.0
1120,8,46,87,40,46,43.0,40.0,46.0,55.0,56.0,60.0,51.0,87.0
1120,9,43,88,40,43,42.0,40.0,43.0,54.0,51.0,57.0,48.0,88.0
